#"Step","eletrostastic","Non-Contacts","Bonds","Angles","Dihedrals","Impropers","contact_1-6-12"
75000,0.0,3.7599146366119385,137.84658813476562,147.97085571289062,51.41511535644531,39.17939758300781,-274.0654296875
76000,0.0,4.19559383392334,126.02086639404297,151.95858764648438,57.90718460083008,31.590858459472656,-279.1529541015625
77000,0.0,5.220075607299805,119.60765838623047,152.2567901611328,52.82269287109375,37.24448776245117,-280.3000183105469
78000,0.0,3.0368542671203613,132.48814392089844,153.5191650390625,50.535430908203125,34.51335525512695,-277.0875244140625
79000,0.0,4.018207550048828,139.8707275390625,153.84486389160156,52.66739273071289,31.63321304321289,-280.99761962890625
80000,0.0,5.01423978805542,124.50106811523438,139.24627685546875,51.50447082519531,30.553504943847656,-280.8946838378906
81000,0.0,4.005583763122559,132.24948120117188,138.365234375,50.39576721191406,32.39873123168945,-284.14971923828125
82000,0.0,4.241045951843262,133.86563110351562,148.09664916992188,56.17351531982422,29.80792999267578,-286.50152587890625
83000,0.0,5.630977630615234,140.93544006347656,154.4952392578125,63.911460876464844,40.852394104003906,-273.92572021484375
84000,0.0,3.8465967178344727,119.07752990722656,150.66342163085938,50.043479919433594,33.338157653808594,-280.9889221191406
85000,0.0,5.15697717666626,126.93034362792969,141.892822265625,46.707855224609375,32.6597900390625,-281.9301452636719
86000,0.0,6.818418979644775,125.70974731445312,147.24754333496094,59.20397186279297,30.654890060424805,-288.0097351074219
87000,0.0,3.8535661697387695,134.55645751953125,160.9176483154297,53.927425384521484,36.230384826660156,-280.66302490234375
88000,0.0,3.9452643394470215,134.7789764404297,147.29844665527344,46.21236038208008,33.201988220214844,-277.9591369628906
89000,0.0,5.881744384765625,134.931884765625,136.07711791992188,57.04740905761719,32.519962310791016,-270.6944274902344
90000,0.0,4.048474311828613,124.16778564453125,144.74835205078125,51.80263900756836,37.39103698730469,-278.239990234375
91000,0.0,3.6514406204223633,113.47616577148438,146.2359619140625,50.30308151245117,33.743003845214844,-280.316162109375
92000,0.0,5.1260881423950195,139.82879638671875,143.33921813964844,46.384769439697266,35.955501556396484,-280.41021728515625
93000,0.0,3.4783031940460205,132.61483764648438,144.26657104492188,50.1982421875,34.602684020996094,-285.8626403808594
94000,0.0,5.604150772094727,135.93931579589844,132.68038940429688,54.392181396484375,29.170433044433594,-280.7391357421875
95000,0.0,4.441587448120117,136.1134033203125,151.0913543701172,54.69211959838867,37.97700500488281,-287.001220703125
96000,0.0,4.280680179595947,132.6480712890625,144.55850219726562,53.80375671386719,41.519691467285156,-284.6319274902344
97000,0.0,4.805615425109863,142.10008239746094,138.92335510253906,51.57933044433594,34.42863082885742,-283.1016845703125
98000,0.0,4.933606147766113,146.934326171875,146.675048828125,58.5492057800293,40.70459747314453,-279.46478271484375
99000,0.0,6.016664505004883,128.6654052734375,134.69247436523438,59.511680603027344,32.624168395996094,-273.94134521484375
100000,0.0,3.5775411128997803,131.397216796875,167.5947265625,53.63801193237305,35.21160125732422,-274.52056884765625
101000,0.0,5.041461944580078,126.01298522949219,125.97313690185547,55.408424377441406,39.57640838623047,-275.3091125488281
102000,0.0,5.391096115112305,141.6312713623047,135.26312255859375,57.888790130615234,35.598304748535156,-289.6469421386719
103000,0.0,4.3913187980651855,143.4359588623047,134.74713134765625,61.447731018066406,41.067298889160156,-275.08111572265625
104000,0.0,5.572417259216309,139.77354431152344,149.41761779785156,60.026737213134766,35.58747863769531,-276.46710205078125
105000,0.0,3.2480597496032715,135.31204223632812,149.4232177734375,55.898006439208984,35.452003479003906,-279.2532043457031
106000,0.0,4.1556596755981445,128.8380584716797,144.0839080810547,62.82387161254883,37.93696594238281,-267.97967529296875
107000,0.0,3.4645748138427734,129.14028930664062,142.6609344482422,45.724639892578125,34.76590347290039,-287.4755859375
108000,0.0,4.0405168533325195,129.67367553710938,134.2961883544922,57.786338806152344,35.82566833496094,-281.68939208984375
109000,0.0,4.657575607299805,127.39081573486328,141.29013061523438,55.67469787597656,38.28278732299805,-288.0880126953125
110000,0.0,4.042535781860352,125.64623260498047,140.3228302001953,55.84408950805664,34.597877502441406,-276.69873046875
111000,0.0,5.607477188110352,120.3192367553711,143.956787109375,50.44584655761719,32.986915588378906,-272.67901611328125
112000,0.0,5.595057010650635,133.4662322998047,145.5650634765625,49.654884338378906,30.864864349365234,-277.0623474121094
113000,0.0,4.471837043762207,139.3828125,138.59164428710938,62.60057830810547,40.611549377441406,-277.5186462402344
114000,0.0,4.231802940368652,133.35543823242188,150.7122344970703,53.565101623535156,37.37131881713867,-271.09100341796875
115000,0.0,3.5679662227630615,132.9447784423828,140.49664306640625,56.80360412597656,39.623958587646484,-277.4441223144531
116000,0.0,4.05244255065918,121.27334594726562,133.84909057617188,52.948036193847656,48.507713317871094,-280.3614501953125
117000,0.0,5.717963218688965,134.86827087402344,152.00381469726562,56.71730422973633,32.5793571472168,-280.8817443847656
118000,0.0,3.9181573390960693,111.86444854736328,140.9097900390625,53.265811920166016,32.94264221191406,-285.89300537109375
119000,0.0,4.6098737716674805,131.21383666992188,136.1533203125,52.58060073852539,36.270362854003906,-285.826904296875
120000,0.0,4.751351356506348,121.73953247070312,141.73147583007812,49.636741638183594,37.69207763671875,-277.35504150390625
121000,0.0,4.5928192138671875,138.34219360351562,138.70814514160156,57.71790313720703,37.894527435302734,-274.9493408203125
122000,0.0,3.2897396087646484,122.66695404052734,130.99148559570312,51.55890655517578,36.614952087402344,-286.62066650390625
123000,0.0,4.2363972663879395,138.3725128173828,156.07473754882812,60.25041961669922,29.146326065063477,-277.00799560546875
124000,0.0,5.798776626586914,137.40750122070312,144.33212280273438,57.36783218383789,32.940513610839844,-271.4542541503906
125000,0.0,4.202669620513916,134.02978515625,154.55218505859375,56.590553283691406,32.070011138916016,-271.4449768066406
126000,0.0,4.548824310302734,128.56788635253906,149.1883544921875,59.88855743408203,34.72017288208008,-276.3575744628906
127000,0.0,4.728382110595703,143.3055419921875,144.15444946289062,51.86233901977539,39.163665771484375,-279.7472839355469
128000,0.0,4.7511396408081055,138.530517578125,144.85733032226562,46.826377868652344,31.196247100830078,-274.67327880859375
129000,0.0,4.454925537109375,124.06370544433594,148.09178161621094,59.50990295410156,30.234333038330078,-282.41864013671875
130000,0.0,3.248213291168213,144.73248291015625,152.9019775390625,45.01213073730469,28.32322883605957,-281.658447265625
131000,0.0,3.537350654602051,146.41064453125,135.53018188476562,48.572410583496094,38.63752746582031,-279.928955078125
132000,0.0,5.319217681884766,132.2777862548828,147.52760314941406,56.85039520263672,36.634803771972656,-275.1843566894531
133000,0.0,4.471007823944092,123.35469818115234,142.5181884765625,61.04736328125,41.24641036987305,-267.1778259277344
134000,0.0,4.629274368286133,145.58518981933594,149.78594970703125,55.650672912597656,38.01188278198242,-272.8298034667969
135000,0.0,4.400752544403076,130.833251953125,133.50494384765625,61.91814041137695,31.255971908569336,-275.94183349609375
136000,0.0,6.432178020477295,125.59230041503906,142.879638671875,64.95537567138672,37.52406311035156,-268.9527587890625
137000,0.0,6.238084316253662,128.47921752929688,124.51576232910156,59.50721740722656,34.91361999511719,-267.3890075683594
138000,0.0,4.697470664978027,154.163818359375,146.05941772460938,57.665199279785156,38.785030364990234,-276.1883544921875
139000,0.0,3.8481557369232178,140.7797393798828,141.76556396484375,62.63201141357422,36.018218994140625,-275.11767578125
140000,0.0,5.088301658630371,133.59115600585938,151.2191619873047,56.49549102783203,33.08015441894531,-275.5792236328125
141000,0.0,3.9220798015594482,133.1903839111328,148.33013916015625,55.74687957763672,31.511699676513672,-279.4156494140625
142000,0.0,3.9725279808044434,124.7344970703125,147.81930541992188,52.60768508911133,35.373382568359375,-271.8427734375
143000,0.0,4.330959320068359,121.22900390625,135.75828552246094,50.94986343383789,36.807334899902344,-284.3365173339844
144000,0.0,5.097118377685547,135.31021118164062,131.6465301513672,50.64823532104492,33.774070739746094,-274.3193359375
145000,0.0,6.302259922027588,144.28302001953125,138.52978515625,54.31191635131836,34.76152420043945,-272.3324890136719
146000,0.0,4.52706241607666,138.5209503173828,151.93032836914062,54.71807098388672,30.4417667388916,-280.34423828125
147000,0.0,4.740231990814209,118.63410949707031,144.50421142578125,55.16938018798828,32.30437088012695,-275.3728942871094
148000,0.0,4.739549160003662,148.28822326660156,137.73037719726562,49.588592529296875,36.42709732055664,-281.9840087890625
149000,0.0,3.8609695434570312,147.91390991210938,138.7029266357422,66.8543930053711,37.750518798828125,-270.1441650390625
150000,0.0,5.481960296630859,137.71505737304688,134.06613159179688,56.979801177978516,28.727767944335938,-282.71563720703125
151000,0.0,5.204468727111816,135.80731201171875,143.54721069335938,53.227561950683594,35.805625915527344,-269.9346618652344
152000,0.0,4.118279457092285,127.615234375,139.37240600585938,47.49892807006836,31.658567428588867,-283.55767822265625
153000,0.0,3.867555618286133,143.54425048828125,132.49703979492188,55.115631103515625,35.04193115234375,-281.82562255859375
154000,0.0,5.3100481033325195,135.82662963867188,136.2054443359375,49.63190460205078,31.515064239501953,-277.1304931640625
155000,0.0,3.2680346965789795,138.53089904785156,137.22048950195312,56.873435974121094,36.269866943359375,-271.1430358886719
156000,0.0,4.596958160400391,128.85247802734375,139.37057495117188,44.88768005371094,31.222532272338867,-284.0341796875
157000,0.0,3.9051811695098877,138.10699462890625,147.01235961914062,45.070098876953125,36.19076156616211,-279.19525146484375
158000,0.0,4.111575126647949,131.74240112304688,137.77838134765625,52.56800842285156,32.991485595703125,-280.9158935546875
159000,0.0,6.787261009216309,136.7893524169922,124.10506439208984,57.197547912597656,34.685035705566406,-288.16229248046875
160000,0.0,6.808324813842773,129.13497924804688,142.29721069335938,57.760345458984375,36.88416290283203,-265.9769592285156
161000,0.0,5.688647270202637,133.82774353027344,136.84756469726562,61.18965148925781,35.9840202331543,-279.8149719238281
162000,0.0,3.802614450454712,153.83090209960938,142.09303283691406,54.19496154785156,35.074710845947266,-281.3149719238281
163000,0.0,5.0055742263793945,144.83157348632812,151.32583618164062,57.571678161621094,30.240310668945312,-278.7104797363281
164000,0.0,3.7279417514801025,127.0334701538086,143.5963134765625,51.836517333984375,32.81671142578125,-280.0748596191406
165000,0.0,5.329540252685547,129.03890991210938,160.40464782714844,55.07184600830078,34.36701583862305,-282.9666442871094
166000,0.0,5.577375411987305,152.68548583984375,134.94554138183594,59.33881378173828,31.182403564453125,-274.206298828125
167000,0.0,4.450942516326904,145.2322235107422,138.48915100097656,50.849395751953125,45.35795593261719,-273.29388427734375
168000,0.0,5.149234771728516,140.292724609375,137.75038146972656,55.1620979309082,43.26300048828125,-272.2222900390625
169000,0.0,4.225172519683838,131.75230407714844,143.92218017578125,55.30651092529297,38.24363327026367,-280.3726806640625
170000,0.0,3.953310489654541,144.64913940429688,142.28421020507812,52.682960510253906,31.022974014282227,-267.4935607910156
171000,0.0,3.572511672973633,130.37603759765625,150.29454040527344,47.86996078491211,34.67313003540039,-283.2482604980469
172000,0.0,3.931710958480835,133.08914184570312,139.38702392578125,57.09149932861328,34.89881896972656,-280.0037841796875
173000,0.0,5.051856517791748,140.96728515625,143.7317352294922,51.58441925048828,34.21141815185547,-279.9307861328125
174000,0.0,6.57423734664917,129.20083618164062,153.0205841064453,61.9716911315918,31.289003372192383,-274.6826477050781
175000,0.0,5.010576248168945,117.520751953125,144.31521606445312,65.36579895019531,36.690006256103516,-262.2156982421875
176000,0.0,5.932153701782227,134.67837524414062,142.57376098632812,56.393707275390625,36.220794677734375,-271.04803466796875
177000,0.0,4.753891468048096,148.50698852539062,137.96969604492188,45.15619659423828,27.7631778717041,-270.59326171875
178000,0.0,5.67590856552124,132.10885620117188,147.41082763671875,54.594520568847656,40.14437484741211,-271.6136779785156
179000,0.0,5.472140789031982,126.36510467529297,141.62103271484375,53.433448791503906,46.053409576416016,-277.99493408203125
180000,0.0,6.3975372314453125,127.30315399169922,136.78060913085938,61.48835372924805,32.18836212158203,-272.1371154785156
181000,0.0,4.840434551239014,120.99494934082031,127.95674133300781,59.07503128051758,33.81840896606445,-278.59625244140625
182000,0.0,4.957889080047607,123.54227447509766,149.6383514404297,59.3072624206543,38.86662292480469,-282.8598327636719
183000,0.0,3.322375535964966,135.69247436523438,124.57527923583984,59.27104949951172,32.68880081176758,-276.03582763671875
184000,0.0,3.176069974899292,144.04147338867188,137.8319091796875,52.05876159667969,34.36288833618164,-274.50146484375
185000,0.0,3.4567737579345703,139.90756225585938,147.3382568359375,51.99753952026367,33.410762786865234,-285.7397155761719
186000,0.0,5.3830671310424805,132.007080078125,136.69039916992188,54.692317962646484,29.372709274291992,-273.8173828125
187000,0.0,3.747124195098877,135.96620178222656,136.81468200683594,59.50701904296875,34.62822341918945,-279.0562744140625
188000,0.0,3.5134031772613525,147.47000122070312,143.44107055664062,50.63259506225586,32.37400817871094,-286.58013916015625
189000,0.0,6.342778205871582,127.25592041015625,134.13864135742188,45.23029708862305,35.243408203125,-283.8230285644531
190000,0.0,3.794964075088501,133.99139404296875,141.47271728515625,51.47394561767578,36.237789154052734,-278.33258056640625
191000,0.0,5.459395408630371,117.59695434570312,143.7004852294922,51.700294494628906,30.373825073242188,-277.59228515625
192000,0.0,5.75462532043457,135.91368103027344,146.43960571289062,61.13507843017578,34.70785903930664,-273.5853576660156
193000,0.0,4.907872200012207,124.1585464477539,153.7147216796875,51.65327072143555,37.28519821166992,-284.8978271484375
194000,0.0,3.9715895652770996,132.37234497070312,149.715087890625,52.93083953857422,30.028995513916016,-280.4466857910156
195000,0.0,3.4184703826904297,121.99555969238281,138.4542999267578,51.63004684448242,29.839181900024414,-278.77099609375
196000,0.0,5.0276031494140625,124.28285217285156,153.40255737304688,52.668609619140625,35.9942512512207,-281.0276794433594
197000,0.0,4.878106117248535,131.78199768066406,132.9766845703125,54.38489532470703,32.62721252441406,-284.0498046875
198000,0.0,5.13923978805542,135.0612030029297,139.79335021972656,55.08232498168945,47.443267822265625,-271.49169921875
199000,0.0,4.13126277923584,133.03443908691406,152.13970947265625,54.021846771240234,31.72431182861328,-268.38226318359375
200000,0.0,4.157713890075684,151.96865844726562,141.040771484375,54.43152618408203,38.3949089050293,-284.11871337890625
201000,0.0,3.4703903198242188,129.41384887695312,150.9027099609375,53.506591796875,37.0716552734375,-282.9177551269531
202000,0.0,4.576363563537598,127.52557373046875,129.6446533203125,56.92393112182617,42.5794677734375,-281.67779541015625
203000,0.0,4.274518966674805,137.19854736328125,151.27603149414062,52.81853103637695,39.243133544921875,-274.77777099609375
204000,0.0,5.1807475090026855,129.02723693847656,154.3282470703125,63.66959762573242,37.13448715209961,-277.281494140625
205000,0.0,5.431895732879639,139.26260375976562,142.10781860351562,53.58258819580078,39.65740203857422,-271.9562683105469
206000,0.0,5.285226821899414,135.98641967773438,153.1666259765625,49.92546081542969,40.540138244628906,-285.1917724609375
207000,0.0,4.977483749389648,132.01828002929688,149.85748291015625,61.67027282714844,35.69295883178711,-277.4657897949219
208000,0.0,4.395856857299805,135.80795288085938,132.4649658203125,55.109039306640625,29.888465881347656,-276.4490966796875
209000,0.0,4.462327480316162,155.81094360351562,143.34286499023438,52.18089294433594,34.74005126953125,-279.00030517578125
210000,0.0,4.322906017303467,126.35073852539062,147.95199584960938,53.01332092285156,30.287519454956055,-281.95587158203125
211000,0.0,5.251528739929199,129.69046020507812,138.63352966308594,55.49801254272461,40.1392936706543,-281.8992919921875
212000,0.0,4.1820197105407715,120.20111846923828,142.10089111328125,57.997169494628906,41.697757720947266,-283.9105224609375
213000,0.0,5.505663871765137,139.82864379882812,147.8688507080078,49.524173736572266,36.66324234008789,-288.3143310546875
214000,0.0,5.221258163452148,131.98329162597656,145.44894409179688,57.160465240478516,35.226951599121094,-283.97235107421875
215000,0.0,4.024847984313965,129.9586181640625,140.52435302734375,55.584556579589844,36.53634262084961,-273.88165283203125
216000,0.0,4.9959611892700195,124.66100311279297,150.69815063476562,52.14979553222656,30.05084991455078,-279.63800048828125
217000,0.0,5.005956649780273,142.20211791992188,135.98353576660156,51.03207778930664,35.2724609375,-273.9533996582031
218000,0.0,3.9902701377868652,144.05758666992188,143.5871124267578,48.05680847167969,38.20851135253906,-282.9925231933594
219000,0.0,4.659817695617676,132.31900024414062,129.7698211669922,56.6939697265625,33.079532623291016,-281.113525390625
220000,0.0,4.405418395996094,125.37162780761719,129.78887939453125,51.02235412597656,39.18732452392578,-281.6697998046875
221000,0.0,4.715268135070801,124.02091217041016,143.33151245117188,51.38896179199219,35.30424499511719,-280.66107177734375
222000,0.0,4.614704132080078,134.73312377929688,141.52993774414062,56.261741638183594,33.229400634765625,-285.8203125
223000,0.0,3.514084577560425,128.47438049316406,146.77822875976562,53.238685607910156,30.90208625793457,-280.8228759765625
224000,0.0,5.51413631439209,121.863525390625,143.9696502685547,65.23918151855469,38.06963348388672,-276.87908935546875
225000,0.0,3.6666674613952637,133.696533203125,134.11004638671875,55.847251892089844,36.89642333984375,-275.0601806640625
226000,0.0,6.074948310852051,132.43276977539062,151.7818145751953,50.46094512939453,27.54446792602539,-271.0941467285156
227000,0.0,4.756758213043213,133.64114379882812,147.72885131835938,51.22235870361328,30.81399917602539,-283.4848937988281
228000,0.0,4.683149337768555,124.53292846679688,151.8888702392578,46.11613464355469,36.948219299316406,-285.25262451171875
229000,0.0,5.8483357429504395,134.48660278320312,134.19140625,58.7340087890625,31.863523483276367,-277.81121826171875
230000,0.0,4.661843299865723,143.42245483398438,144.55783081054688,54.68057632446289,31.38530921936035,-273.41937255859375
231000,0.0,4.3756866455078125,148.57200622558594,145.45411682128906,58.68669891357422,39.63011932373047,-265.9385986328125
232000,0.0,5.20609188079834,135.42684936523438,155.5767364501953,52.45845031738281,43.03374481201172,-280.06524658203125
233000,0.0,4.902243614196777,140.84906005859375,162.5547637939453,52.3226432800293,36.85199737548828,-283.06365966796875
234000,0.0,4.801958084106445,131.89120483398438,151.4656219482422,44.17797088623047,34.57025909423828,-284.53668212890625
235000,0.0,3.7878947257995605,119.92841339111328,144.87423706054688,44.020572662353516,34.897682189941406,-286.7100830078125
236000,0.0,5.294029235839844,130.09548950195312,133.6837615966797,56.55880355834961,32.193992614746094,-288.7390441894531
237000,0.0,3.4540324211120605,137.87770080566406,135.08193969726562,54.16062927246094,35.03076934814453,-281.6033630371094
238000,0.0,4.815832614898682,135.541015625,149.98806762695312,53.27458190917969,34.72343826293945,-290.0164489746094
239000,0.0,5.213829040527344,145.3593292236328,145.9032745361328,52.11000061035156,38.32937240600586,-274.49713134765625
240000,0.0,4.741119861602783,138.41653442382812,135.0264892578125,53.00933074951172,31.433757781982422,-272.2326354980469
241000,0.0,4.346644401550293,141.03768920898438,137.40997314453125,52.749168395996094,32.672950744628906,-269.1362609863281
242000,0.0,3.619445323944092,132.73773193359375,136.60096740722656,63.582340240478516,34.983612060546875,-277.0760498046875
243000,0.0,4.186687469482422,144.69088745117188,154.26431274414062,58.5474967956543,41.20146942138672,-277.6009521484375
244000,0.0,3.7409133911132812,150.8701171875,152.36898803710938,59.333160400390625,29.839797973632812,-267.8289794921875
245000,0.0,4.449482440948486,140.9567108154297,146.64279174804688,48.09559631347656,31.860305786132812,-272.55322265625
246000,0.0,4.2218146324157715,132.27215576171875,144.99769592285156,52.32881164550781,36.47692108154297,-271.3211975097656
247000,0.0,4.933466911315918,137.14053344726562,141.5703125,49.57773208618164,35.424495697021484,-274.7549743652344
248000,0.0,6.317702293395996,154.25723266601562,141.23806762695312,55.4930419921875,38.1410026550293,-275.693115234375
