#"Step","eletrostastic","Non-Contacts","Bonds","Angles","Dihedrals","contact_1-10-12"
55000,0.0,0.10275722295045853,12.844596862792969,11.111949920654297,4.534555435180664,-150.86544799804688
56000,0.0,0.11737192422151566,15.68438720703125,11.082761764526367,5.8098859786987305,-146.00173950195312
57000,0.0,0.2030949592590332,20.078107833862305,10.80772876739502,4.409595489501953,-145.63238525390625
58000,0.0,0.09876474738121033,21.318592071533203,14.998578071594238,3.9418134689331055,-150.86573791503906
59000,0.0,0.10636644810438156,16.77904510498047,12.480962753295898,4.3422675132751465,-145.3863525390625
60000,0.0,0.0805552527308464,16.904293060302734,7.586519718170166,4.212150573730469,-148.21102905273438
61000,0.0,0.13091088831424713,19.12912368774414,8.913021087646484,3.3106226921081543,-151.03282165527344
62000,0.0,0.13846907019615173,15.823304176330566,12.058106422424316,4.047247886657715,-147.27935791015625
63000,0.0,0.10482501983642578,18.682453155517578,12.678979873657227,4.561346054077148,-150.2990264892578
64000,0.0,0.08014161139726639,18.725120544433594,14.167672157287598,4.791059494018555,-152.5907745361328
65000,0.0,0.13451942801475525,15.680948257446289,9.279875755310059,3.8021271228790283,-149.1260223388672
66000,0.0,0.08930820226669312,16.816055297851562,9.886149406433105,4.559173583984375,-147.66397094726562
67000,0.0,0.1477929949760437,16.059051513671875,9.126020431518555,4.405027389526367,-149.66275024414062
68000,0.0,0.16463114321231842,14.308625221252441,10.234662055969238,5.404911994934082,-148.43280029296875
69000,0.0,0.09724562615156174,21.048450469970703,8.78543472290039,3.139890670776367,-151.65267944335938
70000,0.0,0.11753982305526733,20.25589370727539,9.277183532714844,2.713860511779785,-148.43502807617188
71000,0.0,0.2143564522266388,13.965261459350586,9.632256507873535,7.274515151977539,-147.51416015625
72000,0.0,0.09849397838115692,14.877140998840332,11.191105842590332,6.704128265380859,-147.1646270751953
73000,0.0,0.10927747935056686,13.679561614990234,9.57305908203125,5.006167411804199,-144.79428100585938
74000,0.0,0.13300153613090515,12.92995834350586,10.735414505004883,5.188596248626709,-147.41744995117188
75000,0.0,0.09142598509788513,13.45327377319336,12.858488082885742,5.676703929901123,-145.9888458251953
76000,0.0,0.08301843702793121,15.217089653015137,10.649590492248535,3.69903564453125,-148.17453002929688
77000,0.0,0.10590791702270508,17.600446701049805,13.340307235717773,4.248025417327881,-147.00042724609375
78000,0.0,0.0957428440451622,16.773160934448242,12.442785263061523,5.179727554321289,-147.13427734375
79000,0.0,0.08916543424129486,14.758983612060547,8.826778411865234,5.238312721252441,-149.9143524169922
80000,0.0,0.09255465120077133,18.66653060913086,12.910551071166992,4.8182854652404785,-150.22024536132812
81000,0.0,0.09554359316825867,12.752062797546387,11.512899398803711,4.979806423187256,-147.63587951660156
82000,0.0,0.10063743591308594,14.241849899291992,13.054460525512695,4.913882255554199,-148.7039337158203
83000,0.0,0.10927094519138336,15.430182456970215,11.72231674194336,6.472471714019775,-146.88772583007812
84000,0.0,0.13888075947761536,16.09676742553711,9.71646499633789,8.053234100341797,-142.71713256835938
85000,0.0,0.12099529802799225,14.656428337097168,8.826355934143066,6.582671165466309,-147.2909698486328
86000,0.0,0.10694603621959686,16.396160125732422,11.161523818969727,4.485888481140137,-144.55491638183594
87000,0.0,0.10656283795833588,16.000131607055664,11.397509574890137,3.8788866996765137,-149.2872314453125
88000,0.0,0.21159562468528748,14.816169738769531,10.03384017944336,6.929529666900635,-143.872314453125
89000,0.0,0.18087279796600342,15.129209518432617,8.819653511047363,6.237405776977539,-140.10531616210938
90000,0.0,0.17325277626514435,13.838140487670898,11.427484512329102,6.588684558868408,-142.99972534179688
91000,0.0,0.11272284388542175,16.66802215576172,7.667294025421143,5.712437152862549,-145.66415405273438
92000,0.0,0.13005608320236206,19.08550262451172,8.826498031616211,5.488161087036133,-149.2051239013672
93000,0.0,0.07525111734867096,20.60711669921875,12.243093490600586,4.459839344024658,-150.34976196289062
94000,0.0,0.08784317970275879,15.373567581176758,11.135211944580078,2.415410041809082,-151.36172485351562
95000,0.0,0.09338507056236267,10.852336883544922,8.092784881591797,4.911477088928223,-146.53335571289062
96000,0.0,0.13397711515426636,15.279144287109375,11.837868690490723,2.7576847076416016,-149.4298095703125
97000,0.0,0.08510127663612366,13.739154815673828,10.029762268066406,3.971827983856201,-149.75306701660156
98000,0.0,0.12280897796154022,18.57927894592285,8.847856521606445,3.086876392364502,-146.51148986816406
99000,0.0,0.08996529877185822,14.355445861816406,8.962574005126953,3.1277365684509277,-148.71900939941406
100000,0.0,0.17206072807312012,16.142818450927734,13.610916137695312,4.239720344543457,-143.68930053710938
101000,0.0,0.0803055614233017,19.837295532226562,11.480932235717773,4.22257137298584,-151.724365234375
102000,0.0,0.10215340554714203,21.881065368652344,12.562641143798828,6.033721923828125,-143.8900146484375
103000,0.0,0.07991977781057358,21.94192886352539,13.14447021484375,4.951799392700195,-147.13414001464844
104000,0.0,0.12128695845603943,16.769916534423828,12.018699645996094,3.780695915222168,-147.46475219726562
105000,0.0,0.12164077162742615,11.100855827331543,11.40263557434082,3.9200778007507324,-151.0408935546875
106000,0.0,0.13754744827747345,16.8266544342041,11.64063549041748,5.864285469055176,-150.22213745117188
107000,0.0,0.10961580276489258,11.967765808105469,10.840517044067383,3.839540958404541,-143.6143035888672
108000,0.0,0.08177561312913895,19.465635299682617,12.335718154907227,4.1219000816345215,-146.2210693359375
109000,0.0,0.14790070056915283,16.937387466430664,9.184473991394043,3.338606119155884,-148.3275604248047
110000,0.0,0.14892375469207764,13.54345417022705,13.46113109588623,5.043610572814941,-150.3147735595703
111000,0.0,0.11806464940309525,11.300687789916992,11.077632904052734,4.990603446960449,-151.58834838867188
112000,0.0,0.10732515156269073,19.18326187133789,14.136938095092773,3.2516655921936035,-147.31785583496094
113000,0.0,0.0867852047085762,18.566883087158203,9.578370094299316,4.3681640625,-147.00363159179688
114000,0.0,0.10075755417346954,12.69715690612793,10.96848201751709,3.6896376609802246,-147.97952270507812
115000,0.0,0.14841686189174652,11.89263916015625,11.184534072875977,7.274992942810059,-145.96475219726562
116000,0.0,0.08324088901281357,12.781577110290527,9.470686912536621,2.8577494621276855,-148.01895141601562
117000,0.0,0.10955208539962769,13.615630149841309,9.807228088378906,2.9944632053375244,-150.02078247070312
118000,0.0,0.09676049649715424,12.01172924041748,9.7444486618042,4.636469841003418,-146.24388122558594
119000,0.0,0.13686351478099823,13.006889343261719,7.800912857055664,5.868063926696777,-145.96775817871094
120000,0.0,0.0836917906999588,12.884553909301758,10.543008804321289,5.64787483215332,-142.97500610351562
121000,0.0,0.32455167174339294,15.091367721557617,11.38610553741455,4.773066997528076,-145.98370361328125
122000,0.0,0.09448428452014923,16.262683868408203,8.977083206176758,3.953073024749756,-149.4210662841797
123000,0.0,0.07993011176586151,16.146930694580078,15.285558700561523,3.527689218521118,-152.88336181640625
124000,0.0,0.08654841780662537,16.439815521240234,9.93503475189209,3.0548973083496094,-151.23788452148438
125000,0.0,0.09178521484136581,17.107059478759766,11.81049919128418,3.883244276046753,-152.5512237548828
126000,0.0,0.09078526496887207,16.191478729248047,6.647373676300049,4.858541488647461,-148.08816528320312
127000,0.0,0.11893138289451599,15.31261920928955,11.502382278442383,7.09691047668457,-151.82781982421875
128000,0.0,0.1294080913066864,17.092304229736328,15.035263061523438,5.625239372253418,-145.27777099609375
129000,0.0,0.10518430173397064,13.930745124816895,12.092314720153809,4.2355475425720215,-147.34640502929688
130000,0.0,0.13619782030582428,16.671405792236328,11.995098114013672,4.98543119430542,-149.09490966796875
131000,0.0,0.11546309292316437,13.639681816101074,10.153867721557617,8.24482250213623,-144.7005615234375
132000,0.0,0.12103976309299469,16.51856231689453,16.449234008789062,5.988770961761475,-146.42352294921875
133000,0.0,0.08172690868377686,13.50667953491211,10.826788902282715,4.202775001525879,-145.11007690429688
134000,0.0,0.15458887815475464,16.03276824951172,11.535594940185547,3.8435707092285156,-147.54286193847656
135000,0.0,0.08989079296588898,14.76382827758789,9.882819175720215,3.7393410205841064,-151.10939025878906
136000,0.0,0.09730278700590134,15.731557846069336,13.118210792541504,4.795467376708984,-144.7570343017578
137000,0.0,0.0783182829618454,19.030458450317383,11.515405654907227,4.718883037567139,-146.4488983154297
138000,0.0,0.13498082756996155,12.198623657226562,13.313791275024414,5.295893669128418,-145.0985565185547
139000,0.0,0.10564891993999481,14.253469467163086,13.742766380310059,4.721179962158203,-147.41964721679688
140000,0.0,0.07066065818071365,12.590727806091309,12.384098052978516,6.340620994567871,-142.5876007080078
141000,0.0,0.11532491445541382,14.100666046142578,8.200450897216797,5.288163185119629,-150.5252227783203
142000,0.0,0.13078147172927856,15.40982437133789,15.263679504394531,5.3712382316589355,-147.0909881591797
143000,0.0,0.07104729115962982,14.257772445678711,12.674028396606445,5.38005256652832,-148.8242950439453
144000,0.0,0.11302414536476135,13.662956237792969,8.682374954223633,3.6902832984924316,-147.6915283203125
145000,0.0,0.08224880695343018,14.316786766052246,9.668997764587402,4.533940315246582,-149.1975860595703
146000,0.0,0.09085966646671295,16.934677124023438,11.879692077636719,5.360269069671631,-148.1300048828125
147000,0.0,0.08033299446105957,17.907106399536133,13.231016159057617,6.054919719696045,-143.45753479003906
148000,0.0,0.08300484716892242,18.983646392822266,9.380071640014648,4.30400276184082,-146.79165649414062
149000,0.0,0.06651733815670013,17.872718811035156,10.571944236755371,6.248867988586426,-146.37744140625
150000,0.0,0.06624768674373627,13.768438339233398,11.314229965209961,5.515165328979492,-151.16539001464844
151000,0.0,0.1021045371890068,15.258249282836914,12.865056037902832,6.8525614738464355,-147.06480407714844
152000,0.0,0.14461717009544373,12.730637550354004,12.652186393737793,5.671673774719238,-146.1858673095703
153000,0.0,0.2634862959384918,13.521709442138672,11.669066429138184,4.841916084289551,-142.7171173095703
154000,0.0,0.08436429500579834,15.07005786895752,8.91167163848877,5.707468032836914,-145.9908447265625
155000,0.0,0.0962887555360794,14.52674388885498,14.746406555175781,4.591119766235352,-149.84510803222656
156000,0.0,0.07686444371938705,15.96933364868164,10.351844787597656,5.813995361328125,-147.18109130859375
157000,0.0,0.08136510848999023,18.76681900024414,10.164419174194336,6.054858207702637,-146.3585205078125
158000,0.0,0.11472049355506897,18.408382415771484,11.696172714233398,3.3439834117889404,-148.17864990234375
159000,0.0,0.12004432082176208,16.213972091674805,11.632344245910645,3.5128111839294434,-150.22244262695312
160000,0.0,0.13028618693351746,20.829147338867188,6.446570873260498,4.061304092407227,-151.63467407226562
161000,0.0,0.09756091982126236,19.485454559326172,9.279594421386719,7.216706275939941,-149.44241333007812
162000,0.0,0.0647980123758316,19.65100860595703,12.189210891723633,4.612881660461426,-147.71682739257812
163000,0.0,0.11785736680030823,22.809112548828125,9.306703567504883,4.828455924987793,-147.73712158203125
164000,0.0,0.0945468544960022,23.293180465698242,8.808868408203125,4.760367393493652,-145.46157836914062
165000,0.0,0.07764038443565369,17.589752197265625,14.672834396362305,3.4942479133605957,-144.75750732421875
166000,0.0,0.09098301827907562,19.27002716064453,10.585406303405762,4.546477794647217,-153.25482177734375
167000,0.0,0.09234263002872467,19.900733947753906,12.145824432373047,2.8588991165161133,-149.553955078125
168000,0.0,0.07021705061197281,17.834003448486328,8.893084526062012,5.205730438232422,-144.62728881835938
169000,0.0,0.20211374759674072,18.175809860229492,10.024725914001465,9.263603210449219,-144.93252563476562
170000,0.0,0.1300225853919983,10.862009048461914,13.030021667480469,4.439291477203369,-142.48007202148438
171000,0.0,0.0862937793135643,17.101388931274414,8.551795959472656,6.2377543449401855,-142.34848022460938
172000,0.0,0.08673015236854553,19.01263999938965,16.50956916809082,4.6324028968811035,-148.2337188720703
173000,0.0,0.12091495096683502,18.646774291992188,13.002586364746094,6.6858601570129395,-146.8916015625
174000,0.0,0.0679730772972107,23.268367767333984,11.645672798156738,4.002686977386475,-147.48837280273438
175000,0.0,0.11205825954675674,15.684425354003906,14.005769729614258,6.362153053283691,-143.20338439941406
176000,0.0,0.12095958739519119,17.45075798034668,15.02085018157959,7.106195449829102,-144.33644104003906
177000,0.0,0.11116217076778412,17.995805740356445,12.595037460327148,5.583987236022949,-148.27976989746094
178000,0.0,0.08127200603485107,23.371150970458984,10.655001640319824,4.223355293273926,-151.2584991455078
179000,0.0,0.10785719752311707,23.031707763671875,8.344032287597656,5.5855817794799805,-149.62643432617188
180000,0.0,0.060184597969055176,17.892335891723633,8.947284698486328,2.727881908416748,-146.76760864257812
181000,0.0,0.10628437995910645,19.531509399414062,14.57190227508545,4.332853317260742,-147.4901885986328
182000,0.0,0.11189640313386917,21.530364990234375,13.527767181396484,6.460018157958984,-146.45565795898438
183000,0.0,0.11438825726509094,19.77120590209961,7.671587944030762,8.162820816040039,-145.18984985351562
184000,0.0,0.11139892041683197,16.935020446777344,10.205924987792969,5.183287143707275,-146.54331970214844
185000,0.0,0.11730580031871796,19.25716781616211,13.889591217041016,6.291346549987793,-148.06021118164062
186000,0.0,0.16096851229667664,19.61489486694336,13.395803451538086,4.231034278869629,-147.5418701171875
187000,0.0,0.09508483111858368,15.846086502075195,11.746377944946289,4.661879539489746,-149.451416015625
188000,0.0,0.1264503002166748,16.991539001464844,8.928903579711914,3.425784111022949,-147.688232421875
189000,0.0,0.1528930366039276,19.121145248413086,9.006692886352539,3.9254815578460693,-150.66770935058594
190000,0.0,0.08424605429172516,15.322874069213867,9.139311790466309,6.101851940155029,-145.322265625
191000,0.0,0.10546597093343735,13.998563766479492,10.698383331298828,7.911569595336914,-146.27316284179688
192000,0.0,0.11650671064853668,10.552677154541016,10.896072387695312,5.0657057762146,-147.67684936523438
193000,0.0,0.09576654434204102,16.470670700073242,14.310314178466797,6.511229991912842,-139.21400451660156
194000,0.0,0.0926387682557106,12.486005783081055,13.321166038513184,5.901646614074707,-146.44149780273438
195000,0.0,0.11860008537769318,16.921838760375977,12.067972183227539,4.356250762939453,-149.48989868164062
196000,0.0,0.1946004033088684,16.009830474853516,10.268665313720703,5.827249526977539,-147.65802001953125
197000,0.0,0.10863059759140015,14.934159278869629,9.907773971557617,5.020534515380859,-146.25949096679688
198000,0.0,0.06889179348945618,13.602200508117676,14.296613693237305,7.158248424530029,-145.29278564453125
199000,0.0,0.2780233323574066,16.35231590270996,13.190024375915527,4.794044494628906,-144.32794189453125
200000,0.0,0.07505936920642853,21.220699310302734,8.826530456542969,4.906776428222656,-149.4502410888672
201000,0.0,0.15518653392791748,14.370020866394043,12.269742965698242,6.069767951965332,-148.41197204589844
202000,0.0,0.08073833584785461,12.581177711486816,10.459419250488281,4.735673427581787,-149.26629638671875
203000,0.0,0.1926838904619217,16.355987548828125,10.534387588500977,4.571661949157715,-148.71649169921875
204000,0.0,0.1660294532775879,21.736879348754883,10.289863586425781,4.474184989929199,-146.649658203125
205000,0.0,0.11793763935565948,20.571693420410156,9.288413047790527,4.048847198486328,-148.09677124023438
206000,0.0,0.09633412957191467,18.62331771850586,10.928709983825684,5.31889009475708,-146.73211669921875
207000,0.0,0.13367486000061035,20.05988121032715,8.822617530822754,4.72430944442749,-150.89028930664062
208000,0.0,0.07599220424890518,20.825332641601562,12.041421890258789,5.267025470733643,-142.86219787597656
209000,0.0,0.05881302431225777,17.211368560791016,11.827680587768555,7.253933906555176,-143.52520751953125
210000,0.0,0.11459838598966599,17.84807777404785,9.736061096191406,4.735640048980713,-146.08538818359375
211000,0.0,0.15095052123069763,14.702474594116211,11.962630271911621,5.496160507202148,-148.49961853027344
212000,0.0,0.11787170171737671,19.34213638305664,10.657525062561035,3.8277199268341064,-149.21054077148438
213000,0.0,0.08125773072242737,12.662033081054688,12.874505996704102,6.731797695159912,-146.56663513183594
214000,0.0,0.074554443359375,20.439048767089844,10.116284370422363,5.650331974029541,-148.32254028320312
215000,0.0,0.06782291829586029,14.869186401367188,12.57867431640625,4.872297286987305,-143.91146850585938
216000,0.0,0.131099134683609,17.659400939941406,12.351991653442383,4.124982833862305,-144.9152374267578
217000,0.0,0.07025964558124542,14.159551620483398,15.385249137878418,4.721693992614746,-144.26568603515625
218000,0.0,0.18343770503997803,13.261404991149902,8.982782363891602,6.074243545532227,-142.43060302734375
219000,0.0,0.1451897770166397,13.85775375366211,11.829103469848633,7.517519950866699,-144.67840576171875
220000,0.0,0.14215420186519623,13.256087303161621,9.097051620483398,7.725447177886963,-146.92013549804688
221000,0.0,0.07850971817970276,12.949665069580078,9.189472198486328,3.9374313354492188,-146.20504760742188
222000,0.0,0.09929589927196503,14.26049518585205,13.809183120727539,6.593283176422119,-142.80369567871094
223000,0.0,0.16934677958488464,20.12344741821289,14.34394645690918,5.264746189117432,-150.32566833496094
224000,0.0,0.07666537910699844,20.88214874267578,11.148033142089844,5.164220809936523,-142.04159545898438
225000,0.0,0.09982380270957947,17.146137237548828,10.759384155273438,4.314419746398926,-148.1576690673828
226000,0.0,0.12159428000450134,18.920372009277344,11.384246826171875,7.165231704711914,-142.57093811035156
227000,0.0,0.07101989537477493,11.508926391601562,15.141268730163574,6.82854700088501,-145.71005249023438
228000,0.0,0.08428558707237244,18.734821319580078,11.775350570678711,2.556426525115967,-147.78294372558594
229000,0.0,0.0942571759223938,15.392181396484375,14.626968383789062,7.437023639678955,-146.14053344726562
230000,0.0,0.11281044781208038,22.18471908569336,15.760780334472656,6.671173572540283,-150.8004913330078
231000,0.0,0.10229503363370895,17.066001892089844,10.260563850402832,7.0809502601623535,-150.07827758789062
232000,0.0,0.06527850031852722,14.73061752319336,8.53293228149414,4.473250389099121,-146.94503784179688
233000,0.0,0.18521493673324585,11.742422103881836,10.03409481048584,8.464247703552246,-145.2153778076172
234000,0.0,0.09362068772315979,18.56280517578125,8.322690963745117,5.9316511154174805,-147.4609375
235000,0.0,0.10141579806804657,15.177637100219727,12.27398681640625,4.469381809234619,-145.51016235351562
236000,0.0,0.1341816633939743,17.16297721862793,7.44149112701416,4.391772747039795,-147.82908630371094
237000,0.0,0.16944634914398193,19.973770141601562,7.20286226272583,4.516777038574219,-151.09371948242188
238000,0.0,0.09899788349866867,17.936344146728516,10.195032119750977,5.134554386138916,-149.0647735595703
239000,0.0,0.18588736653327942,19.45793914794922,12.308707237243652,2.7299530506134033,-146.6980438232422
240000,0.0,0.19145989418029785,14.172453880310059,14.68399429321289,4.219480991363525,-150.1842041015625
241000,0.0,0.14178207516670227,17.308895111083984,10.336315155029297,6.091004371643066,-143.94937133789062
242000,0.0,0.23869994282722473,14.333051681518555,9.107560157775879,3.6346256732940674,-149.54254150390625
243000,0.0,0.08885705471038818,15.63991641998291,11.445422172546387,5.5812249183654785,-143.84609985351562
244000,0.0,0.15162664651870728,14.221120834350586,14.222411155700684,4.337937355041504,-146.0861053466797
245000,0.0,0.14132793247699738,17.034439086914062,12.344632148742676,3.79797625541687,-147.0462646484375
246000,0.0,0.160273939371109,15.69609260559082,11.84665298461914,4.244237899780273,-148.9030303955078
247000,0.0,0.09901998937129974,11.031384468078613,10.369362831115723,4.657388687133789,-148.15286254882812
248000,0.0,0.07871758192777634,18.25369644165039,8.817808151245117,4.749987602233887,-149.935302734375
249000,0.0,0.15445896983146667,10.460738182067871,14.08287239074707,3.3228182792663574,-147.04986572265625
250000,0.0,0.1154514029622078,13.580560684204102,16.108989715576172,6.2884416580200195,-143.47470092773438
251000,0.0,0.1330346018075943,11.85447883605957,16.502979278564453,7.446359157562256,-145.11669921875
252000,0.0,0.1688440889120102,16.084014892578125,13.072175025939941,9.556422233581543,-142.55772399902344
253000,0.0,0.14364732801914215,16.27777671813965,8.564393997192383,7.020492076873779,-141.13494873046875
254000,0.0,0.09963022917509079,15.06517219543457,15.723392486572266,7.159753799438477,-138.65786743164062
255000,0.0,0.1474992334842682,21.219879150390625,13.909287452697754,5.752564430236816,-145.95693969726562
256000,0.0,0.1424984633922577,19.286422729492188,14.708853721618652,7.6740827560424805,-145.95443725585938
257000,0.0,0.07544927299022675,12.929544448852539,8.550633430480957,7.748107433319092,-146.4166259765625
258000,0.0,0.13149943947792053,16.070959091186523,10.965696334838867,3.322178840637207,-147.458251953125
259000,0.0,0.08661936223506927,12.495689392089844,14.437931060791016,4.376644611358643,-147.47740173339844
260000,0.0,0.11396796256303787,11.951553344726562,14.543537139892578,5.161852836608887,-144.46424865722656
261000,0.0,0.10279074311256409,11.340494155883789,11.897526741027832,6.64449405670166,-148.3406982421875
262000,0.0,0.1287245750427246,15.656747817993164,14.030627250671387,7.378651142120361,-146.84738159179688
263000,0.0,0.1614304780960083,14.245540618896484,11.548012733459473,5.119584083557129,-148.19329833984375
264000,0.0,0.07927577197551727,20.38796043395996,9.131162643432617,6.788694381713867,-145.3404083251953
265000,0.0,0.09938563406467438,14.19172191619873,13.60319709777832,4.306438446044922,-150.59176635742188
266000,0.0,0.07875566184520721,16.012847900390625,13.863824844360352,4.294885635375977,-145.88526916503906
267000,0.0,0.0577542707324028,16.165380477905273,13.016939163208008,6.549545764923096,-145.19017028808594
268000,0.0,0.14300136268138885,13.11452865600586,11.520488739013672,7.427950382232666,-148.2320098876953
269000,0.0,0.09944239258766174,14.336539268493652,9.79594898223877,5.438689231872559,-147.64462280273438
270000,0.0,0.1450314074754715,14.076922416687012,9.697259902954102,4.126964092254639,-149.657470703125
271000,0.0,0.10210836678743362,14.445911407470703,10.193410873413086,6.320413589477539,-145.904541015625
272000,0.0,0.14531564712524414,13.63383674621582,10.896978378295898,5.355031967163086,-149.65936279296875
273000,0.0,0.0935717225074768,16.296911239624023,7.820584774017334,4.431264877319336,-146.0908203125
274000,0.0,0.1381116360425949,13.901140213012695,17.987775802612305,4.138441562652588,-147.58482360839844
275000,0.0,0.09559577703475952,16.053682327270508,13.479522705078125,3.972289562225342,-141.91273498535156
276000,0.0,0.15424984693527222,16.719070434570312,10.782967567443848,4.327163219451904,-150.61361694335938
277000,0.0,0.12145069986581802,14.613993644714355,11.44200325012207,4.216222286224365,-141.12318420410156
278000,0.0,0.1259666383266449,13.04458999633789,7.822864532470703,5.833407878875732,-150.96142578125
279000,0.0,0.07568562775850296,17.122129440307617,11.29623794555664,6.58906364440918,-148.5185089111328
280000,0.0,0.10187889635562897,14.933306694030762,10.300085067749023,3.977447509765625,-148.50860595703125
281000,0.0,0.061059631407260895,18.57260513305664,9.353618621826172,4.860502243041992,-142.45077514648438
282000,0.0,0.15394921600818634,15.81167221069336,15.628877639770508,4.272582054138184,-149.82598876953125
283000,0.0,0.298761785030365,20.517353057861328,10.723066329956055,5.873470306396484,-146.9958038330078
