#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
86000,582.5166114874327,810.6374182755281,1393.1540297629608,124.99650177147844
87000,646.3096550871712,799.8694265810248,1446.179081668196,123.33612777124966
88000,591.6275667398097,737.848519269604,1329.4760860094138,113.77279368890197
89000,567.9865264842011,790.1744723040468,1358.160998788248,121.84121112647571
90000,589.009748446003,777.7048957487992,1366.714644194802,119.91846069226393
91000,577.8401380815599,771.4158518704571,1349.255989952017,118.94871951506488
92000,622.7617775929025,768.4553393672147,1391.2171169601172,118.4922223216054
93000,642.6917038604723,808.806979122976,1451.4986829834484,124.7142566078376
94000,636.7741623807018,798.7060052687781,1435.4801676494799,123.15673364159478
95000,570.5374481945158,785.1387973631207,1355.6762455576365,121.06473358240542
96000,629.1056134800838,788.7102177843939,1417.8158312644778,121.61542992203903
97000,649.6073397326944,772.8669880381993,1422.4743277708938,119.1724779309393
98000,600.7375655192275,824.9927002830981,1425.7302658023254,127.21001917449499
99000,653.7086574154946,769.9596805286992,1423.6683379441938,118.72418469888675
100000,666.8235658762676,774.6459133155248,1441.4694791917923,119.44677989574566
