#"Step","Potential Energy","Kinetic Energy","Total Energy","Temperature"
1520000,100.06452031061053,99.40676879882812,199.47128910943866,1.0354871749873893
1540000,94.41455119848251,109.10404968261719,203.5186008810997,1.1365005175268195
1560000,98.95031412690878,124.55939483642578,223.50970896333456,1.2974936962122627
1580000,89.41065208986402,101.57414245605469,190.9847945459187,1.058063983916824
1600000,90.5145501838997,114.07685852050781,204.5914087044075,1.18830060958816
1620000,110.97894591838121,105.62898254394531,216.60792846232653,1.1003019014990014
1640000,85.34443462919444,95.28147888183594,180.62591351103038,0.9925154050187377
1660000,90.63681616820395,110.64636993408203,201.28318610228598,1.152566353479572
1680000,90.8022984052077,110.37969970703125,201.18199811223894,1.1497885386144608
1700000,98.00115650892258,112.82853698730469,210.82969349622726,1.175297260283966
1720000,-16.036175966262817,101.11698150634766,85.08080554008484,1.053301890690711
1740000,4.309425068087876,140.95635986328125,145.26578493136913,1.4682954152419407
1760000,-25.862615203484893,115.66526794433594,89.80265274085104,1.2048465410863631
1780000,-17.264868846628815,94.84823608398438,77.58336723735556,0.9880024592077856
1800000,-31.74549690913409,109.97206115722656,78.22656424809247,1.1455423037206636
1820000,-12.374784097541124,99.43775177001953,87.06296767247841,1.035809914270633
1840000,-36.030547441449016,100.63594055175781,64.6053931103088,1.0482910474137355
1860000,-0.9891807362437248,108.6513442993164,107.66216356307268,1.1317848364507714
1880000,-16.74604268372059,111.48102569580078,94.73498301208019,1.1612606843308055
1900000,-42.98686658963561,102.58875274658203,59.60188615694642,1.0686328411098132
1920000,-1.9028887352906168,135.23971557617188,133.33682684088126,1.4087470372512414
1940000,2.0438671675510705,102.64257049560547,104.68643766315654,1.0691934426621406
1960000,-43.31612063199282,97.32557678222656,54.009456150233746,1.0138080914811316
1980000,5.606397723779082,91.36634826660156,96.97274599038064,0.9517327944433954
2000000,-47.69475343450904,107.78234100341797,60.08758756890893,1.1227327187851663
2020000,-2.7895419597625732,110.93923950195312,108.14969754219055,1.155617078144895
2040000,-9.31595330638811,93.10393524169922,83.78798193531111,0.9698326587673223
2060000,-8.195710454368964,116.73365020751953,108.53793975315057,1.2159755229945213
2080000,-33.15143806952983,130.20767211914062,97.0562340496108,1.3563299179071862
2100000,-22.596788903698325,117.20403289794922,94.6072439942509,1.2208753426864951
2120000,25.856393381021917,103.80033111572266,129.65672449674457,1.0812534491216896
2140000,-13.113273130729795,104.24134826660156,91.12807513587177,1.0858473777766764
2160000,-11.130646526813507,127.79605865478516,116.66541212797165,1.3312089443201598
2180000,-15.99037650669925,107.48944854736328,91.49907204066403,1.1196817557012646
2200000,-23.163947498891503,106.34455871582031,83.18061121692881,1.10775581995603
2220000,-21.902128669433296,117.0094985961914,95.10736992675811,1.2188489437098524
2240000,-28.232661704998463,74.3291015625,46.09643985750154,0.7742614746090732
2260000,19.31138599384576,109.08340454101562,128.3947905348614,1.13628546396847
2280000,115.45863741636276,112.31328582763672,227.77192324399948,1.169930060704093
2300000,75.96355260908604,87.84931945800781,163.81287206709385,0.9150970776872247
2320000,74.78320420533419,96.41777038574219,171.20097459107637,1.0043517748510897
2340000,81.6480763265863,92.32889556884766,173.97697189543396,0.9617593288417884
2360000,78.577243745327,131.77333068847656,210.35057443380356,1.3726388613377627
2380000,97.35747836623341,115.88481140136719,213.2422897676006,1.2071334520971044
2400000,91.08126632124186,80.13605499267578,171.21732131391764,0.8347505728400474
2420000,101.83583852089942,94.20706176757812,196.04290028847754,0.9813235600785565
2440000,111.49671975895762,120.15845489501953,231.65517465397716,1.2516505718226323
2460000,95.16345298290253,106.91310119628906,202.0765541791916,1.1136781374609104
2480000,78.29491430334747,92.94894409179688,171.24385839514434,0.9682181676225068
2500000,105.63883720897138,119.95398712158203,225.5928243305534,1.249520699182659
2520000,134.9655886804685,103.59054565429688,238.55613433476537,1.0790681838985052
2540000,78.1696480200626,123.49580383300781,201.6654518530704,1.286414623259997
2560000,94.27333967387676,113.75394439697266,208.02728407084942,1.1849369208013367
2580000,99.9406366944313,110.22528076171875,210.16591745615005,1.148180007934123
2600000,117.80819505266845,108.14143371582031,225.94962876848876,1.1264732678726894
2620000,92.65692698583007,117.67359161376953,210.3305185995996,1.2257665793096215
2640000,111.45442356728017,127.64759063720703,239.1020142044872,1.3296624024703885
2660000,85.71964839845896,123.2768783569336,208.99652675539255,1.2841341495508911
2680000,108.52440705522895,90.82552337646484,199.3499304316938,0.9460992018378067
2700000,83.94115157984197,115.71246337890625,199.65361495874822,1.2053381601964703
2720000,141.7633603643626,93.40585327148438,235.16921363584697,0.9729776382442497
2740000,105.16640025377274,85.23368835449219,190.40008860826492,0.8878509203589476
2760000,119.73019385943189,120.17345428466797,239.90364814409986,1.2518068154648034
2780000,128.33047485351562,111.96012878417969,240.2906036376953,1.166251341501417
2800000,102.267578125,103.85977935791016,206.12735748291016,1.081872701644476
2820000,113.75549425184727,104.4505615234375,218.20605577528477,1.0880266825353835
2840000,101.75111123733222,115.03680419921875,216.78791543655097,1.198300043741395
2860000,93.72706842422485,91.76992797851562,185.49699640274048,0.9559367497758319
2880000,105.20704650878906,97.67182159423828,202.87886810302734,1.017414808272919
2900000,100.9490986787714,99.77648162841797,200.72558030718938,1.0393383502956155
2920000,114.07073645736091,113.1576919555664,227.22842841292731,1.178725957870024
2940000,110.92691188305616,80.58077239990234,191.5076842829585,0.839383045831989
2960000,85.47077962197363,100.92931365966797,186.4000932816416,1.0513470172877983
2980000,114.87398047372699,115.37787628173828,230.25185675546527,1.2018528779343054
3000000,103.79359423462301,106.78875732421875,210.58235155884176,1.1123828887935117
3020000,85.63421253114939,135.7176055908203,221.3518181219697,1.4137250582371608
3040000,83.37380852457136,88.24568176269531,171.61949028726667,0.9192258516943845
3060000,113.21839999221265,98.8028564453125,212.02125643752515,1.0291964213049374
3080000,116.11026451550424,110.3641586303711,226.47442314587533,1.149626652399251
3100000,99.47449021972716,88.73432922363281,188.20881944335997,0.9243159294124815
3120000,104.38729572668672,100.27593994140625,204.66323566809297,1.044541041055908
3140000,90.53616755269468,115.74820709228516,206.28437464497983,1.2057104905441671
3160000,86.98053985275328,117.61839294433594,204.59893279708922,1.2251915931696886
3180000,114.13748931884766,116.7361068725586,230.87359619140625,1.2160011132553448
3200000,95.78786441497505,97.14067840576172,192.92854282073677,1.0118820667262902
3220000,117.05402978789061,104.49343872070312,221.54746850859374,1.0884733200069
3240000,78.49683313444257,103.4319076538086,181.92874078825116,1.077415704726753
3260000,106.65814077667892,97.68547821044922,204.34361898712814,1.0175570646917829
3280000,96.7209554919973,116.42288970947266,213.14384520146996,1.2127384344732008
3300000,107.17321689426899,124.4358901977539,231.6091070920229,1.2962071895594314
3320000,114.43745671212673,110.66197204589844,225.09942875802517,1.1527288754776595
3340000,70.41157825291157,110.99917602539062,181.4107542783022,1.1562414169307018
3360000,106.52060729265213,118.8456802368164,225.36628752946854,1.2379758357996884
3380000,80.7750802198425,107.68058013916016,188.45566035900265,1.121672709782481
3400000,100.93698604404926,97.22138214111328,198.15836818516254,1.012722730636202
3420000,92.32436153292656,111.72018432617188,204.04454585909843,1.163751920063837
3440000,110.2462571784854,98.04425811767578,208.29051529616117,1.0212943553920582
3460000,106.87499507027678,107.82904052734375,214.70403559762053,1.123219172159393
3480000,103.02092553675175,112.61331176757812,215.63423730432987,1.173055330911815
3500000,112.11099671479315,120.96133422851562,233.07233094330877,1.2600138982132132
3520000,101.64595871418715,118.14244842529297,219.7884071394801,1.2306505044296556
3540000,104.29749693721533,100.56397247314453,204.86146941035986,1.0475413799281805
3560000,106.09812520630658,99.36859893798828,205.46672414429486,1.035089572270308
3580000,94.35815281700343,94.96591186523438,189.3240646822378,0.9892282485958058
3600000,109.0105209350586,106.66987609863281,215.6803970336914,1.111144542693659
3620000,101.91333899181336,106.56021881103516,208.47355780284852,1.110002279281184
3640000,78.41744159720838,106.58946990966797,185.00691150687635,1.1103069782252752
3660000,83.87661198526621,123.49248504638672,207.36909703165293,1.2863800525660272
3680000,117.63818214461207,99.96044158935547,217.59862373396754,1.0412545998887137
3700000,103.60789505299181,118.00859069824219,221.616485751234,1.2292561531062105
3720000,83.87269004061818,97.03351593017578,180.90620597079396,1.0107657909389371
3740000,87.14091646671295,108.13584899902344,195.2767654657364,1.1264150937393884
3760000,76.3355970387347,113.42633056640625,189.76192760514095,1.181524276732938
3780000,108.60870384960435,96.98258972167969,205.59129357128404,1.0102353096004364
3800000,88.94769374467432,96.55823516845703,185.50592891313136,1.0058149496710356
3820000,114.93786755204201,110.56509399414062,225.50296154618263,1.1517197291051826
3840000,105.55410766601562,114.25950622558594,219.81361389160156,1.1902031898493897
3860000,87.48872050642967,111.35029602050781,198.83901652693748,1.1598989168798377
3880000,122.03656568750739,92.96971893310547,215.00628462061286,0.9684345722194713
3900000,105.08271157182753,98.94020080566406,204.0229123774916,1.0306270917252658
3920000,73.29812804423273,112.15306091308594,185.45118895731866,1.1682610511775233
3940000,102.41658003628254,109.0340576171875,211.45063765347004,1.135771433511927
3960000,83.84163284301758,105.4208984375,189.26253128051758,1.0981343587235304
3980000,106.98690456151962,117.1983871459961,224.18529170751572,1.2208165327703169
4000000,113.72457230929285,110.80711364746094,224.5316859567538,1.1542407671606014
4020000,105.9443039149046,112.63910675048828,218.58341066539288,1.1733240286504625
4040000,59.95076088607311,124.49752807617188,184.448288962245,1.2968492507929517
4060000,125.41291920165531,103.95801544189453,229.37093464354984,1.0828959941859793
4080000,89.8761685937643,101.51986694335938,191.39603553712368,1.0574986139929146
4100000,99.38483119942248,94.27980041503906,193.66463161446154,0.9820812543229409
4120000,40.05562114901841,98.28135681152344,138.33697796054184,1.0237641334529701
4140000,87.2915268233046,111.88517761230469,199.17670443560928,1.1654706001277195
4160000,109.59142296155915,108.47122955322266,218.0626525147818,1.1299086411789625
4180000,56.62558931671083,90.82072448730469,147.44631380401552,0.9460492134090551
4200000,92.5666655022651,103.19963836669922,195.76630386896431,1.0749962329860314
4220000,97.42644177004695,108.35108184814453,205.77752361819148,1.1286571025843992
4240000,89.75608052313328,99.31226348876953,189.0683440119028,1.0345027446742794
4260000,100.5853516110219,120.42543029785156,221.01078190887347,1.2544315656021316
4280000,112.55684411525726,98.20977783203125,210.7666219472885,1.0230185190832601
4300000,101.37013402581215,105.36868286132812,206.73881688714027,1.09759044647174
4320000,91.83110046386719,119.30905151367188,211.14015197753906,1.2428026199335978
4340000,145.91527599655092,90.8558578491211,236.771133845672,0.9464151859279759
4360000,108.82634558994323,106.20011138916016,215.0264569791034,1.1062511603033205
4380000,112.80498874653131,111.47844696044922,224.28343570698053,1.1612338225042267
4400000,58.793549810536206,105.39285278320312,164.18640259373933,1.0978422164912716
4420000,115.6477483920753,119.76830291748047,235.41605130955577,1.2475864887232688
4440000,95.49509811401367,111.81233978271484,207.30743789672852,1.1647118727361592
4460000,83.848379323259,126.46247100830078,210.31085033155978,1.3173174063359534
4480000,112.31808125600219,82.68690490722656,195.00498616322875,0.8613219261166076
4500000,107.27780714770779,129.21678161621094,236.49458876391873,1.346008141835006
4520000,131.33317974815145,99.74364471435547,231.07682446250692,1.0389962991074646
4540000,110.66843635961413,104.70393371582031,215.37237007543445,1.0906659762060367
4560000,91.85443350858986,97.86656951904297,189.72100302763283,1.0194434324896338
4580000,108.22847048658878,98.21823120117188,206.44670168776065,1.0231065750118085
4600000,88.80804693698883,115.24159240722656,204.0496393442154,1.2004332542414755
4620000,94.2810748256743,104.11128997802734,198.39236480370164,1.0844926039373621
4640000,100.98025683336891,107.50885009765625,208.48910693102516,1.1198838551834827
4660000,105.4703867007047,100.59921264648438,206.06959934718907,1.047908465067137
4680000,79.40912946918979,117.67959594726562,197.08872541645542,1.225829124450206
4700000,101.06590502522886,111.75426483154297,212.82016985677183,1.1641069253281189
4720000,58.27202729135752,110.3332290649414,168.60525635629892,1.149304469426025
4740000,80.59583776630461,107.29190063476562,187.88773840107024,1.1176239649450397
4760000,116.24207874760032,97.4615707397461,213.7036494873464,1.0152246952052928
4780000,95.51280222088099,108.94760131835938,204.46040353924036,1.1348708470658013
4800000,107.15895949676633,106.0186767578125,213.17763625457883,1.104361216226783
4820000,106.02129896357656,127.09770965576172,233.11900861933827,1.3239344755803353
4840000,100.804352725856,135.643310546875,236.447663272731,1.4129511515293973
4860000,133.90244311094284,131.15660095214844,265.0590440630913,1.3662145932510137
4880000,95.13409883249551,93.7962417602539,188.93034059274942,0.9770441850022641
4900000,118.29852225072682,117.89398193359375,236.19250418432057,1.2280623118077896
4920000,88.99538899958134,99.37477111816406,188.3701601177454,1.0351538658138058
4940000,95.87852352880873,113.14344024658203,209.02196377539076,1.1785775025681036
4960000,118.43726825714111,109.90960693359375,228.34687519073486,1.1448917388911553
4980000,93.22882951796055,102.67949676513672,195.90832628309727,1.0695780913030908
5000000,103.33485310338438,105.52025604248047,208.85510914586484,1.0991693337754098
5020000,103.14649223349988,108.7936782836914,211.9401705171913,1.133267482121344
5040000,96.01805640757084,117.94567108154297,213.9637274891138,1.2286007404322605
5060000,54.263179594650865,112.87954711914062,167.1427267137915,1.1758286158239233
5080000,-7.601158444304019,98.7171630859375,91.11600464163348,1.0283037821447816
5100000,16.53787711262703,121.94815063476562,138.48602774739265,1.2702932357783137
5120000,6.870761718600988,101.56278228759766,108.43354400619864,1.05794564882873
5140000,-18.313244661316276,119.49394226074219,101.18069759942591,1.2447285652155793
5160000,-6.820862136781216,114.29556274414062,107.47470060735941,1.1905787785843343
5180000,-30.799744960851967,104.431640625,73.63189566414803,1.087829589843326
5200000,-19.483703901525587,116.074951171875,96.59124727034941,1.2091140747065598
5220000,-20.549144756048918,95.75892639160156,75.20978163555264,0.9974888165787943
5240000,-37.20956857362762,99.50032806396484,62.29075949033722,1.0364617506658966
5260000,-36.07202862761915,109.46576690673828,73.39373827911913,1.1402684052780794
5280000,-39.428466238081455,127.46463012695312,88.03616388887167,1.3277565638219109
5300000,-32.70678393822163,104.9206771850586,72.21389324683696,1.0929237206772677
5320000,-19.14161632885225,105.0260009765625,85.88438464771025,1.094020843505433
5340000,-57.58679500222206,99.45670318603516,41.869908183813095,1.0360073248541293
5360000,-20.957599882036448,92.65421295166016,71.69661306962371,0.9651480515794173
5380000,-25.028017673641443,106.5923080444336,81.56429037079215,1.110336542129084
5400000,-52.042329750955105,86.27909088134766,34.23676113039255,0.8987405300136878
5420000,-29.320753149688244,122.14498138427734,92.8242282345891,1.2723435560857266
5440000,-15.799958212301135,106.6737289428711,90.87377073056996,1.1111846764878075
5460000,7.910644495859742,109.22032928466797,117.13097378052771,1.1377117633815146
5480000,-13.073846006765962,128.18028259277344,115.10643658600748,1.3352112770075364
5500000,-11.842573549598455,110.98591613769531,99.14334258809686,1.1561032931005424
5520000,-21.787119003478438,86.97065734863281,65.18353834515437,0.9059443473812389
5540000,-50.329013055190444,106.25664520263672,55.927632147446275,1.1068400541937014
5560000,-39.704323660582304,93.1809310913086,53.47660743072629,0.9706346988674196
5580000,-34.115657621994615,109.82247161865234,75.70681399665773,1.143984079360516
5600000,-46.37679135473445,143.17990112304688,96.80310976831242,1.4914573033644904
5620000,-32.625646935543045,104.34135437011719,71.71570743457414,1.0868891080216305
5640000,-36.06083018146455,109.95741271972656,73.89658253826201,1.1453897158300388
5660000,-21.622019003145397,100.61434173583984,78.99232273269445,1.0480660597479232
5680000,67.14215952251107,110.50939178466797,177.65155130717903,1.1511394977565093
5700000,72.98214668780565,103.90384674072266,176.8859934285283,1.0823317368821057
5720000,83.45318755507469,107.2333755493164,190.6865631043911,1.1170143286382774
5740000,100.18645477294922,107.71719360351562,207.90364837646484,1.1220541000361839
5760000,105.55657692532986,88.52352142333984,194.0800983486697,0.9221200148260974
5780000,92.58571900427341,97.54625701904297,190.13197602331638,1.0161068439479684
5800000,103.41448576748371,92.4262466430664,195.84073241055012,0.9627734025315666
5820000,83.51630080491304,118.60220336914062,202.11850417405367,1.2354396184280667
5840000,101.87191098183393,101.52620697021484,203.39811795204878,1.0575646559393257
5860000,90.95166093297303,116.51895904541016,207.47061997838318,1.2137391567225495
5880000,88.34246681630611,110.68003845214844,199.02250526845455,1.1529170672094304
5900000,110.13594818115234,118.95439147949219,229.09033966064453,1.2391082445775607
5920000,84.30318180890754,103.10958862304688,187.4127704319544,1.0740582148229865
5940000,75.35445323074237,113.39724731445312,188.7517005451955,1.1812213261917597
5960000,113.71540296822786,110.80339050292969,224.51879347115755,1.1542019844050677
5980000,102.52972565544769,111.85690307617188,214.38662873161957,1.1651760737096697
6000000,103.73268604837358,103.02943420410156,206.76212025247514,1.0732232729589728
6020000,68.34370216727257,131.93658447265625,200.28028663992882,1.3743394215896336
6040000,105.84094912558794,96.91661834716797,202.7575674727559,1.0095481077826063
6060000,89.20415314403363,109.26617431640625,198.47032746043988,1.138189315795455
6080000,84.7059790790081,117.42772674560547,202.13370582461357,1.2232054869329136
6100000,80.16040591523051,103.56884002685547,183.72924594208598,1.0788420836126573
6120000,52.83005864638835,117.44049072265625,170.2705493690446,1.2233384450271927
6140000,47.49262464605272,126.34300994873047,173.8356345947832,1.316073020298763
6160000,93.4340410027653,116.21115112304688,209.64519212581217,1.2105328241979332
6180000,88.80418395996094,91.61959838867188,180.4237823486328,0.9543708165482935
6200000,68.00433308258653,109.30195617675781,177.30628925934434,1.1385620435074504
6220000,99.43911797646433,99.8370590209961,199.27617699746042,1.0399693648016373
6240000,86.85708352178335,112.22205352783203,199.07913704961538,1.1689797242477948
6260000,97.46653801947832,107.25415802001953,204.72069603949785,1.1172308127081014
6280000,61.967716962099075,114.58356475830078,176.55128172039986,1.1935787995651679
6300000,87.7157753482461,101.12847900390625,188.84425435215235,1.0534216562902796
6320000,124.32209697691724,103.30085754394531,227.62295452086255,1.0760505994156777
6340000,80.85197901725769,115.79837799072266,196.65035700798035,1.2062331040695577
6360000,73.77703646942973,97.96358489990234,171.74062136933208,1.020454009373585
6380000,107.328139398247,102.53775787353516,209.86589727178216,1.068101644515575
6400000,96.71879078634083,101.62352752685547,198.3423183131963,1.0585784117376653
6420000,110.01474111713469,104.06649780273438,214.08123891986907,1.0840260187780606
6440000,84.93737276876345,134.619873046875,219.55724581563845,1.4022903442377348
6460000,109.50167079642415,110.52670288085938,220.02837367728353,1.1513198216751699
6480000,123.28475189208984,134.5678253173828,257.85257720947266,1.401748180388858
6500000,100.76017984002829,131.5850067138672,232.34518655389547,1.370677153268916
6520000,103.610860273242,100.35543823242188,203.96629850566387,1.0453691482539873
6540000,92.51891547441483,103.92090606689453,196.43982154130936,1.082509438196396
6560000,114.76778180897236,103.73241424560547,218.50019605457783,1.080545981724636
6580000,121.84090254688635,108.83641815185547,230.67732069874182,1.1337126890813862
6600000,116.2576444724109,96.04862976074219,212.3062742331531,1.0005065600073413
6620000,113.14775422215462,118.45128631591797,231.5990405380726,1.2338675657903315
6640000,99.07332701049745,98.30435943603516,197.3776864465326,1.0240037441249672
6660000,107.6966191790998,110.3473892211914,218.0440084002912,1.149451971053629
6680000,89.78748327121139,119.1872787475586,208.97476201876998,1.2415341536199185
6700000,95.5503887347877,104.98615264892578,200.53654138371348,1.0936057567592172
6720000,91.37385347671807,95.6764144897461,187.05026796646416,0.9966293176011335
6740000,92.64102778304368,99.42212677001953,192.0631545530632,1.0356471538539667
6760000,-2.2823664364404976,97.634033203125,95.3516667666845,1.0170211791988224
6780000,-28.811133564217016,92.454833984375,63.643700420157984,0.9630711873368643
6800000,-32.775907550007105,114.86074829101562,82.08484074100852,1.1964661280309465
6820000,-40.02235512062907,104.31822204589844,64.29586692526937,1.0866481463110185
6840000,-17.4829403469339,116.414306640625,98.9313662936911,1.2126490275060378
6860000,-20.412128433585167,96.25829315185547,75.8461647182703,1.0026905536647703
6880000,-52.01177637698129,118.02325439453125,66.01147801754996,1.2294088999425548
6900000,-48.189230278134346,122.57202911376953,74.38279883563519,1.2767919699346018
6920000,-46.884388729929924,110.0313949584961,63.14700622856617,1.1461603641505542
6940000,-12.539402954280376,103.9021987915039,91.36279583722353,1.0823145707444106
6960000,-9.68073133775033,91.54463958740234,81.86390824965201,0.9535899957017361
6980000,-36.18172169383615,112.86019897460938,76.67847728077322,1.1756270726517228
7000000,5.347830751910806,106.0543441772461,111.4021749291569,1.104732751845883
7020000,6.706712946295738,123.20640563964844,129.91311858594418,1.2834000587458378
7040000,-21.13866471219808,109.66744232177734,88.52877760957927,1.1423691908514022
7060000,-15.873889678623527,104.92361450195312,89.0497248233296,1.0929543177282526
7080000,-18.574182408861816,122.10774230957031,103.5335599007085,1.2719556490575283
7100000,-19.668512478470802,119.69012451171875,100.02161203324795,1.2467721303299177
7120000,-33.71533292345703,108.36332702636719,74.64799410291016,1.1287846565242183
7140000,-30.0582601679489,101.55536651611328,71.49710634816438,1.0578684012091013
7160000,-23.452212968841195,118.94178771972656,95.48957475088537,1.2389769554133354
7180000,-18.171386778354645,95.11553955078125,76.9441527724266,0.9907868703202519
7200000,0.8658159896731377,113.0129623413086,113.87877833098173,1.1772183577215058
7220000,-47.72392889112234,92.62682342529297,44.90289453417063,0.9648627440130924
7240000,-19.508596003986895,92.12792205810547,72.61932605411857,0.959665854771558
7260000,-51.3064955919981,99.35987091064453,48.05337531864643,1.0349986553188106
7280000,-29.993457515724003,127.4002685546875,97.4068110389635,1.3270861307774777
7300000,-5.652383658569306,111.66153717041016,106.00915351184085,1.1631410121913193
7320000,-50.74270677939057,110.18865203857422,59.445945259183645,1.1477984587347008
7340000,-41.03639468550682,102.04515075683594,61.00875607132912,1.0629703203832934
7360000,-34.25862738862634,94.94571685791016,60.68708946928382,0.9890178839361787
7380000,-48.35452087409794,102.61801147460938,54.26349060051143,1.0689376195267646
7400000,-35.43078392650932,115.2283935546875,79.79760962817818,1.200295766194194
7420000,-21.50304650235921,102.11463928222656,80.61159277986735,1.0636941591894455
7440000,-49.797107277903706,110.69398498535156,60.89687770744786,1.153062343596963
7460000,-28.150276392698288,109.4755630493164,81.32528665661812,1.1403704484299346
7480000,18.953329550102353,98.91529846191406,117.86862801201642,1.0303676923112033
7500000,-15.499146634712815,121.63185119628906,106.13270456157625,1.2669984499608509
