#"Step","NonbondedForce","CustomNonbondedForce","HarmonicBondForce","HarmonicAngleForce","PeriodicTorsionForce","CustomBondForce","CMMotionRemover","contact_1-10-12"
3660000,0.0,0.5561621561646461,36.69480514526367,34.94451904296875,45.221214294433594,0.0,0.0,-33.54008865356445
3680000,0.0,0.0344986729323864,35.902320861816406,43.63251876831055,52.894325256347656,0.0,0.0,-14.825483322143555
3700000,0.0,0.06452194508165121,39.86714172363281,32.09803771972656,57.048484802246094,0.0,0.0,-25.470294952392578
3720000,0.0,0.7832277603447437,40.1318359375,35.35393524169922,48.98210144042969,0.0,0.0,-41.3784065246582
3740000,0.0,0.5942322015762329,27.999759674072266,37.237850189208984,49.208045959472656,0.0,0.0,-27.898977279663086
3760000,0.0,0.27166271256282926,24.12774085998535,28.54632568359375,52.23492431640625,0.0,0.0,-28.845050811767578
3780000,0.0,0.02040123729966581,36.03712463378906,30.63279914855957,61.665748596191406,0.0,0.0,-19.74736213684082
3800000,0.0,0.01033870317041874,27.578670501708984,36.842647552490234,48.756160736083984,0.0,0.0,-24.240129470825195
3820000,0.0,0.32408276200294495,50.45753479003906,30.421615600585938,55.442626953125,0.0,0.0,-21.70799446105957
3840000,0.0,0.0,36.9257926940918,35.371063232421875,52.557289123535156,0.0,0.0,-19.300031661987305
3860000,0.0,0.39428386092185974,44.732139587402344,24.497398376464844,46.05917739868164,0.0,0.0,-28.194271087646484
3880000,0.0,0.12400617823004723,39.30573654174805,39.68841552734375,64.66438293457031,0.0,0.0,-21.745973587036133
3900000,0.0,0.05632149614393711,31.043312072753906,42.8006591796875,63.42523193359375,0.0,0.0,-32.2428092956543
3920000,0.0,0.09694853983819485,35.89061737060547,31.975675582885742,45.78886795043945,0.0,0.0,-40.45398712158203
3940000,0.0,0.17352278530597687,39.61449432373047,38.38233184814453,46.86515426635742,0.0,0.0,-22.61892318725586
3960000,0.0,2.2971153259277344,32.618080139160156,32.36164093017578,46.963478088378906,0.0,0.0,-30.39867401123047
3980000,0.0,0.5327419638633728,32.048431396484375,36.63159942626953,67.16497802734375,0.0,0.0,-29.390840530395508
4000000,0.0,0.3346949899569154,32.796749114990234,39.05479049682617,60.558712005615234,0.0,0.0,-19.02037811279297
4020000,0.0,0.16145937144756317,34.84994125366211,39.3686637878418,56.0315055847168,0.0,0.0,-24.46725845336914
4040000,0.0,1.5276651829481125,34.207454681396484,34.699764251708984,34.573577880859375,0.0,0.0,-45.05769729614258
4060000,0.0,0.05072895507328212,41.15034484863281,36.60541534423828,63.33686065673828,0.0,0.0,-15.730430603027344
4080000,0.0,0.5426725000143051,36.89777374267578,30.960376739501953,57.638816833496094,0.0,0.0,-36.16348648071289
4100000,0.0,0.4779784772545099,27.981590270996094,35.74309539794922,59.35198211669922,0.0,0.0,-24.169818878173828
4120000,0.0,0.15251064486801624,38.444252014160156,28.98084831237793,36.25366973876953,0.0,0.0,-63.77566146850586
4140000,0.0,0.5479660322889686,35.8477783203125,29.56924057006836,54.785709381103516,0.0,0.0,-33.45916748046875
4160000,0.0,0.022308276500552893,33.1040153503418,44.26414489746094,55.871337890625,0.0,0.0,-23.670387268066406
4180000,0.0,0.013536399230360985,25.679359436035156,28.13703155517578,35.28760528564453,0.0,0.0,-32.49193572998047
4200000,0.0,0.1430357415229082,42.503231048583984,23.384525299072266,50.29960250854492,0.0,0.0,-23.763723373413086
4220000,0.0,0.5235563330352306,27.935470581054688,36.57381057739258,63.55963897705078,0.0,0.0,-31.166034698486328
4240000,0.0,2.845710650086403,29.584278106689453,40.812469482421875,45.73565673828125,0.0,0.0,-29.222034454345703
4260000,0.0,0.05050053680315614,26.65375518798828,42.300994873046875,51.45069122314453,0.0,0.0,-19.87059783935547
4280000,0.0,0.27724969387054443,38.08455276489258,32.678585052490234,60.1916389465332,0.0,0.0,-18.67517852783203
4300000,0.0,0.2366882860660553,27.698558807373047,43.70246124267578,52.341495513916016,0.0,0.0,-22.60906219482422
4320000,0.0,0.0,36.26285934448242,32.53273391723633,54.021148681640625,0.0,0.0,-30.985641479492188
4340000,0.0,0.040199702605605125,38.62031555175781,43.75873565673828,75.34892272949219,0.0,0.0,-11.852897644042969
4360000,0.0,0.07697120029479265,50.30790710449219,34.277862548828125,54.81712341308594,0.0,0.0,-30.65351104736328
4380000,0.0,0.06666934955865145,37.896461486816406,40.88456344604492,59.05117416381836,0.0,0.0,-25.093881607055664
4400000,0.0,0.037793432362377644,41.418540954589844,25.945327758789062,47.65791320800781,0.0,0.0,-56.26603317260742
4420000,0.0,0.07977048680186272,44.146095275878906,34.33662414550781,57.26769256591797,0.0,0.0,-20.182437896728516
4440000,0.0,1.0438041687011719,37.984947204589844,28.935016632080078,50.72875213623047,0.0,0.0,-23.197418212890625
4460000,0.0,0.168966481462121,34.77633285522461,35.126834869384766,53.23434829711914,0.0,0.0,-39.458106994628906
4480000,0.0,0.17376362904906273,34.436134338378906,37.78220748901367,58.55792236328125,0.0,0.0,-18.631948471069336
4500000,0.0,0.007680804934352636,32.76210403442383,41.072547912597656,53.649871826171875,0.0,0.0,-20.214399337768555
4520000,0.0,1.8250773311592638,48.47327423095703,42.012977600097656,61.438758850097656,0.0,0.0,-22.416912078857422
4540000,0.0,0.3481162302196026,50.17635726928711,33.28321075439453,52.15024185180664,0.0,0.0,-25.28948211669922
4560000,0.0,0.21872183866798878,26.445409774780273,41.413639068603516,53.98750305175781,0.0,0.0,-30.210845947265625
4580000,0.0,0.012772244401276112,31.590885162353516,36.1746826171875,57.70933532714844,0.0,0.0,-17.259193420410156
4600000,0.0,3.5785547494888306,35.807865142822266,28.824512481689453,49.794471740722656,0.0,0.0,-29.197364807128906
4620000,0.0,1.6669085659086704,36.35118865966797,39.5408821105957,44.301429748535156,0.0,0.0,-27.57933235168457
4640000,0.0,0.24937609606422484,32.768714904785156,38.12557601928711,52.35969543457031,0.0,0.0,-22.523090362548828
4660000,0.0,0.18589420802891254,50.62555694580078,31.777801513671875,49.69241714477539,0.0,0.0,-26.811283111572266
4680000,0.0,0.0042909071780741215,42.41239929199219,28.912689208984375,44.95587158203125,0.0,0.0,-36.876121520996094
4700000,0.0,0.043947627767920494,41.44851303100586,25.57032012939453,56.92251205444336,0.0,0.0,-22.919382095336914
4720000,0.0,0.03337983042001724,32.105125427246094,26.245662689208984,40.64393615722656,0.0,0.0,-40.756072998046875
4740000,0.0,0.8828937355428934,28.43756103515625,26.985069274902344,54.79150390625,0.0,0.0,-30.50119400024414
4760000,0.0,0.04628559574484825,45.362449645996094,36.02162170410156,52.56979751586914,0.0,0.0,-17.758068084716797
4780000,0.0,0.501106359064579,34.10753631591797,25.45929527282715,55.44845199584961,0.0,0.0,-20.003589630126953
4800000,0.0,0.015122521668672562,40.9935302734375,34.532684326171875,53.27845764160156,0.0,0.0,-21.660839080810547
