#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
91000,296.049485540053,262.2366944811567,558.2861800212097,122.24738303825025
92000,319.63721452024686,237.86270747672975,557.4999219969766,110.88491474831525
93000,315.469352694372,241.2813544460998,556.7507071404718,112.47859196562462
94000,322.2769193496019,245.38815355843613,567.665072908038,114.39306638782642
95000,328.6085593222329,251.9348288130796,580.5433881353125,117.44494255284933
96000,301.51261179025727,247.63409698439457,549.1467087746519,115.44006214415492
97000,336.2147605479701,291.4757955526756,627.6905561006457,135.87783088787768
98000,307.1745392056086,274.91675484840175,582.0912940540104,128.15847110977154
99000,319.14200511951503,271.42656361849515,590.5685687380102,126.53144196725088
100000,280.4900444896814,259.44058511617334,539.9306296058547,120.94391537048448
101000,294.4023692686528,250.70387222706887,545.1062414957216,116.87110515922583
102000,308.433657912244,241.470615875813,549.904273788057,112.56682032946321
103000,326.870125322128,295.6799047163504,622.5500300384783,137.83766852342757
104000,301.60870390657266,281.89212828723186,583.5008321938045,131.41019432989006
105000,285.8161062735071,258.68040979489257,544.4965160683996,120.58954298236122
106000,269.6499544120919,261.8425806076833,531.4925350197752,122.06365821763919
107000,346.6477014108728,241.01791414275434,587.6656155536272,112.35578349393265
108000,304.819071859231,230.23895579515528,535.0580276543863,107.33093579868773
109000,341.8307906126164,238.80907097922693,580.6398615918433,111.32608283812851
110000,321.6187655460852,279.0529051490528,600.671670695138,130.08662823174822
111000,293.85718484578456,252.23759287342065,546.0947777192052,117.58608265579319
112000,328.6010646319717,267.9326750530789,596.5337396850507,124.90268923074134
113000,301.3626136678665,257.12478701942086,558.4874006872874,119.86435532823687
114000,336.2869763901234,266.45045330612874,602.7374296962521,124.21171907492257
115000,308.9222719942302,228.62434776529113,537.5466197595213,106.57825087534408
116000,333.2011106397432,269.4187642943495,602.6198749340926,125.59546230380828
117000,318.902151103307,264.81515191818426,583.7173030214913,123.44938748913684
118000,295.0858681999562,254.89334650889907,549.9792147088554,118.82412042382525
119000,307.80665238635413,260.3064997537171,568.1131521400712,121.3475804585595
120000,342.6485784774951,240.0998749132358,582.7484533907309,111.92781938480162
121000,288.02573047264946,256.5391515438259,544.5648820164754,119.59134851487883
122000,300.06403936128316,273.4498484069344,573.5138877682175,127.47464051929627
123000,317.51883579014816,272.71233455370077,590.2311703438489,127.13083227121471
124000,301.12423431351465,263.71685599131,564.8410903048247,122.93739276952832
125000,297.351880970651,259.69079942072455,557.0426803913756,121.0605582529409
126000,301.01883410263645,257.30453519016345,558.3233692928,119.94814887788739
127000,295.3924352837952,261.38971316774376,556.7821484515389,121.852544134214
128000,289.86919278496555,257.29491675053623,547.1641095355018,119.9436650314308
129000,334.9165670887657,218.38516767905506,553.3017347678208,101.80503264790923
130000,298.67183363306805,264.74925844739454,563.4210920804626,123.41866980342435
131000,314.4307818082849,258.8235321364904,573.2543139447753,120.6562625989628
132000,299.71992771171887,242.00578155457887,541.7257092662977,112.8162995407935
133000,330.0060387219102,265.31484971123507,595.3208884331452,123.68233256812859
134000,333.1727440434352,239.69775182448393,572.8704958679191,111.74036089293635
135000,306.9119900634953,284.08440354321,590.9963936067053,132.43217149244197
136000,300.1508960251619,260.2100810343937,560.3609770595556,121.30263275916714
137000,332.4074715279634,273.2450440626876,605.6525155906511,127.37916648516625
138000,318.42641638976477,286.0311354283999,604.4575518181647,133.33968323069217
139000,331.5402370751997,253.36309730668756,584.9033343818872,118.11076121703367
140000,308.0215407368547,261.9835247666676,570.0050655035222,122.12936242667236
141000,297.09763401198643,265.95832577901336,563.0559597909999,123.98230304132754
142000,314.1603715267495,255.13176000186607,569.2921315286155,118.93526209930239
143000,326.09363805967246,279.7157053133296,605.8093433730021,130.39560705609037
144000,322.8464871117825,239.4207262713377,562.2672133831202,111.61121935927777
145000,296.95658938099984,277.0754483126447,574.0320376936445,129.1647933840345
146000,324.1929900818519,265.610806129709,589.8037962115609,123.82029913960095
147000,311.3872918713636,248.00723945336316,559.3945313247267,115.61401068488867
148000,326.6973852983176,273.715434550327,600.4128198486446,127.59844932136042
149000,318.8330214628213,246.6299536587329,565.4629751215542,114.97195872331086
150000,316.4064231272178,254.24809681264347,570.6545199398613,118.52332313483585
151000,320.6488778816857,273.8920032392593,594.540881120945,127.6807606858747
152000,325.3742780297176,263.4737430869255,588.848021116643,122.82406036041355
153000,299.34949143975433,245.8022274207244,545.1517188604787,114.58609599472196
154000,308.28698043015766,274.91140529275884,583.1983857229166,128.15597729715296
155000,305.1101359593051,261.7508291593071,566.8609651186123,122.0208862688997
156000,305.4843867673381,241.1276937766341,546.6120805439722,112.40695967650025
157000,288.15862584782434,263.6687942445956,551.82742009242,122.91498773284299
158000,319.15131304163873,258.42731634824906,577.5786293898877,120.47155792471125
159000,310.4303453420616,235.93762690068158,546.3679722427432,109.98749624239154
160000,302.1637020265853,234.26814242194655,536.4318444485318,109.20922945958246
161000,300.0753493218052,263.48453994023157,563.5598892620368,122.82909355023594
162000,294.199388177952,239.6205013346177,533.8198895125697,111.70434888384946
163000,330.8473847218598,242.36714379537614,573.214528517236,112.98475646995708
164000,305.92909661310205,253.37451580573997,559.303612418842,118.1160842006464
165000,313.16106883844697,259.2835449763176,572.4446138147646,120.87070766716398
166000,321.74877641868,277.7310832306147,599.4798596492947,129.47043197175734
167000,326.3682085702384,239.69139880926002,566.0596073794984,111.73739929563943
168000,328.6956650051145,247.26394203841116,575.9596070435257,115.26750630274353
169000,338.72574955166874,231.25874293708296,569.9844924887517,107.80633192737739
170000,304.5659120674317,237.97091645557444,542.5368285230062,110.93535873561146
171000,308.18486324247715,266.689368628494,574.8742318709711,124.32309468917319
172000,367.5431845714975,253.87675277534368,621.4199373468412,118.35021297244391
173000,321.1844038182239,258.1269182791473,579.3113220973712,120.3315207804432
174000,317.6263945274703,245.11667406622914,562.7430685936995,114.26651027203752
175000,297.63363783485437,255.0175774383259,552.6512152731802,118.88203339456676
176000,296.91095598607467,268.23307532561563,565.1440313116902,125.04272740218889
177000,321.05718073459667,241.51393071771005,562.5711114523067,112.58701249242161
178000,300.65347729990276,228.34297141803415,528.9964487179369,106.44708112364674
179000,324.5891054729891,266.47710861893574,591.0662140919248,124.22414503323924
180000,316.2121124368063,233.25854267822987,549.4706551150362,108.7385824098641
181000,343.89188697033876,289.78083602897925,633.672722999318,135.08768835447825
182000,335.6059759961457,277.9077557618029,613.5137317579486,129.55279174461538
183000,333.76339707383454,253.75421886297818,587.5176159368127,118.29309110340206
184000,330.05583489120676,259.6455816509352,589.7014165421419,121.03947899843565
185000,308.3841535054682,243.97659052376005,552.3607440292283,113.73503533948632
186000,335.8779295327356,257.9274079802182,593.8053375129539,120.238514681577
187000,324.04634452038835,254.07010208125484,578.1164466016432,118.44034698937342
188000,328.16874273671897,251.55285635189088,579.7215990886099,117.26687771769959
189000,289.56191799064294,214.15971304625876,503.7216310369017,99.8352443540619
190000,295.4404311700385,226.53027172651048,521.970702896549,105.60205143029489
191000,291.5622024993469,249.23764977997266,540.7998522793196,116.18759342771897
192000,328.8819017869516,253.9227329813234,582.804634768275,118.37164765329094
193000,360.9181437317276,277.48276296007265,638.4009066918002,129.3546720347692
194000,316.51056183837466,239.78177899273535,556.29234083111,111.77953199918893
195000,326.4387944337584,237.99750381337475,564.4362982471332,110.94775301521226
196000,300.11779134012625,252.30142973914735,552.4192210792736,117.6158416099773
197000,341.337500029003,277.10427098245407,618.4417710114571,129.17822970332364
198000,303.52214440031474,253.20616513945285,556.7283095397676,118.03760384751708
199000,294.3952133881698,223.07736177277786,517.4725751609476,103.99240177182244
200000,317.50600809623455,261.1660772369239,578.6720853331585,121.74829134323774
201000,345.8407207308347,255.92308976072167,601.7638104915563,119.3041578113681
202000,297.54714173423224,253.9788920303991,551.5260337646314,118.39782742495485
203000,315.6030802245029,272.98373426374394,588.5868144882468,127.25735119479923
204000,318.83361333722246,249.52154551913478,568.3551588563572,116.31993764917486
205000,303.3831072837759,264.2098035034802,567.5929107872562,123.16719105712971
206000,340.00688612156017,237.96014292487783,577.967029046438,110.9303364181347
207000,352.5202696768521,266.3055604642602,618.8258301411123,124.14417410081265
208000,287.8144757551665,261.5968817248438,549.4113574800103,121.94912029798618
209000,305.5701710201961,260.62477710385105,566.1949481240472,121.49595242157255
210000,337.05234215931864,260.52796273669304,597.5803048960117,121.45082028226999
211000,318.67645517492247,277.22268360281646,595.8991387777389,129.23343034176457
212000,329.5475457183708,294.661802948042,624.2093486664128,137.36305806859187
213000,328.15818609346775,256.3916881699939,584.5498742634617,119.52260523095124
214000,354.8977910960099,257.57170365545534,612.4694947514652,120.07269531398741
215000,332.2478352379864,239.31395592968624,571.5617911676727,111.56144602424234
216000,312.0056946024467,240.37597815570902,552.3816727581557,112.05653096312405
217000,299.8466873669611,239.9868342329051,539.8335215998661,111.87512299395276
218000,305.29152971813727,270.3362154454539,575.6277451635912,126.0231522672966
219000,333.5802090465288,260.627764999706,594.2079740462348,121.49734529471635
220000,308.6764014252304,270.55999791728937,579.2363993425197,126.12747337157928
221000,295.06904237248733,249.37025869398036,544.4393010664677,116.24941197960797
222000,328.4561426720695,239.78768118683047,568.2438238589,111.7822834363352
223000,306.514106251626,271.62165619390936,578.1357624455354,126.62238864746955
224000,310.46181027820177,274.50329678400806,584.9651070622099,127.96572857056212
225000,318.22734757736936,249.02139769385772,567.2487452712271,116.08678277779669
226000,312.37327231914014,256.8381042047485,569.2113765238887,119.7307118504426
227000,307.8352510441963,235.8071839556886,543.6424349998849,109.92668740443412
228000,328.2788916853403,244.9193109123817,573.198202597722,114.1745051119139
229000,302.0593400661293,254.41934578115516,556.4786858472845,118.60315459507437
230000,307.35835966003714,239.24858676471843,546.6069464247555,111.5309727551809
231000,327.43555301502835,244.41567228928193,571.8512253043102,113.93972292861667
232000,303.9888695671392,264.52863506679535,568.5175046339345,123.31582137876485
233000,319.30162568465323,270.4285320484603,589.7301577331135,126.06618767525443
234000,291.8008842725577,251.35506070410665,543.1559449766644,117.17467094104761
235000,323.4562049005621,261.8439032108644,585.3001081114265,122.0642747781019
236000,323.5463721285194,249.658429336715,573.2048014652344,116.38374904106483
237000,284.76488447235766,272.57731363994617,557.3421981123038,127.06788931277563
238000,292.6447062124215,273.80993057800475,566.4546367904263,127.64250071589912
239000,299.3104136439043,250.90029842517959,550.2107120690839,116.96267353689585
240000,300.2418043710717,241.44037890981195,541.6821832808837,112.55272470500472
241000,268.9724758259891,314.00901587044535,582.9814916964344,146.3821854394853
242000,297.1808800233122,246.0127208411228,543.193600864435,114.6842221163976
243000,293.10359799247556,223.9292493675486,517.0328473600241,104.3895278464533
244000,290.6871252792406,270.47518386880904,561.1623091480496,126.08793544386054
245000,293.67030838223013,279.2421920839572,572.9125004661873,130.17486848539076
246000,335.6951787713305,254.89970553624596,590.5948843075764,118.82708482380507
247000,310.51343072016755,243.16479517980008,553.6782258999676,113.35659914634373
248000,298.18311434094795,255.33335622386986,553.5164705648178,119.02924059693073
249000,338.25450815933704,258.7590884116857,597.0135965710227,120.62622074411787
250000,282.67274189894886,284.1772170717042,566.849958970653,132.47543855310795
251000,314.89784159286677,259.8558321521848,574.7536737450516,121.13749187802561
252000,313.6518254311296,282.0682694036685,595.7200948347981,131.4923063721137
253000,300.3814103830756,229.1649469790267,529.5463573621023,106.8302630480969
254000,298.9460912124506,263.37666922858824,562.3227604410388,122.77880725361005
255000,312.1706948801051,248.40253012747715,560.5732250075822,115.79828409691238
256000,309.5970239041413,266.2035500375975,575.8005739417388,124.09661970448072
257000,345.44318847177817,256.86515061164465,602.3083390834229,119.74332012584122
258000,304.7186603943504,255.16683410285518,559.8854944972056,118.95161266025963
259000,273.2271636337007,260.83667554292185,534.0638391766225,121.59473352349862
260000,282.8666455078874,269.8016306200979,552.6682761279853,125.77394383351492
261000,305.77597649445397,228.81729715772966,534.5932736521836,106.66819846384271
262000,307.11546261972717,272.07344004668886,579.188902666416,126.83299759298919
263000,308.882031567579,263.8916186556053,572.7736502231844,123.01886221607225
264000,316.1344049280167,250.2832279919237,566.4176329199404,116.67501262900855
265000,273.4561054681479,237.11540025242726,510.57150572057515,110.5365411056513
266000,332.43652756989206,251.17105563186718,583.6075832017592,117.08889294345826
267000,320.2747069602156,269.9233327040603,590.1980396642759,125.83067792751402
268000,297.8827928551982,253.65905493439982,551.541847789598,118.24872835221898
269000,307.7749551641363,255.15753961877192,562.9324947829082,118.94727983278055
270000,300.2694821907012,286.159340950344,586.4288231410452,133.39944904485378
271000,301.12394347527555,320.91640051368114,622.0403439889567,149.60221419230675
272000,298.7321251800505,262.6939567638425,561.426081943893,122.46054587395116
273000,306.89549881551284,254.88355792699502,561.7790567425079,118.81955726181701
274000,309.89326778906906,254.95865641609927,564.8519242051683,118.85456606857947
275000,286.5177882667649,267.6001929179154,554.1179811846803,124.74769539583534
276000,306.008689426306,245.9914790568153,552.0001684831213,114.67431979304887
277000,299.0389960656495,276.05306925156634,575.0920653172159,128.6881889754211
278000,322.7182547043132,253.44809407573575,576.166348780049,118.15038432395012
279000,309.9432865782014,248.0569772926292,558.0002638708306,115.6371970688548
280000,321.29908188321303,273.6835306201445,594.9826125033576,127.5835766050109
281000,312.89473647885956,234.49741373032043,547.39215020918,109.3161093053261
282000,307.1845287326352,276.8724329841508,584.056961716786,129.0701533388107
283000,324.351443181883,270.47198771038376,594.8234308922667,126.08644548455472
284000,325.1018454548404,260.53545545626696,585.6373009111073,121.45431317773057
285000,310.3774098011173,272.2067123004826,582.5841221015999,126.89512537525904
286000,330.50250053131685,252.24157718985467,582.7440777211715,117.58794003223022
287000,306.68751127784094,254.49151478310893,561.1790260609498,118.63679775719089
288000,299.97426592418407,233.751249966464,533.725515890648,108.9682687118123
289000,282.9981952569524,249.25553414856324,532.2537294055156,116.19593061814084
290000,261.0950069657424,284.0858754686758,545.1808824344182,132.43285766276065
291000,282.1266720683186,263.16160274754367,545.2882748158622,122.67854929947835
292000,341.878507211127,279.3775405633664,621.2560477744934,130.23796414573957
293000,281.53012803102877,283.76894016599533,565.2990681970241,132.28511132458405
294000,273.0226561043184,272.9071331643093,545.9297892686277,127.22164191329588
295000,304.141057000322,240.49342483514639,544.6344818354684,112.11128130703055
296000,307.616812614628,245.10531858921865,552.7221312038466,114.26121666753099
297000,283.37297200769973,253.86916294879674,537.2421349564964,118.3466748084394
298000,299.2747973026515,248.51227026073803,547.7870675633895,115.8494418654007
299000,299.12741309168706,235.24922357722517,534.3766366689122,109.66658194420805
300000,309.6811350884616,245.67581129260046,555.356946381062,114.52716434571091
301000,303.98296354313266,250.2374821843475,554.2204457274802,116.65368721811505
302000,288.0091580789779,282.6201519917581,570.629310070736,131.7495785371393
303000,310.6894807195769,253.89212461199884,564.5816053315757,118.35737889103247
304000,322.54611152813806,250.11766753537307,572.6637790635111,116.59783299330587
305000,299.93619260416926,248.61651675872346,548.5527093628928,115.89803865539166
306000,296.91760852964876,269.7733513489048,566.6909598785535,125.76076083140141
307000,309.80987135476516,269.99798956850543,579.8078609232706,125.86548086126179
308000,319.76703759209397,226.84608206868663,546.6131196607806,105.74927334347464
309000,341.93277472448005,268.52689260613846,610.4596673306185,125.17969676761805
310000,327.5236664375969,257.7984609276882,585.322127365285,120.17840318667932
311000,303.29709685908114,251.91327921128618,555.2103760703674,117.43489673363256
312000,304.8362778386871,254.9288054534021,559.7650832920892,118.8406503880218
313000,302.49547151504294,249.24390255964698,551.73937407469,116.19050829801739
314000,319.74246844968695,243.3242005954154,563.0666690451023,113.4309094748035
315000,320.0961819813876,241.315701874314,561.4118838557016,112.49460377214004
316000,325.8969006731993,278.68270610482296,604.5796067780223,129.9140518329727
317000,314.37715890209057,264.3327006094391,578.7098595115297,123.22448223682588
318000,322.6969774861925,290.8823580153661,613.5793355015586,135.60118697243982
319000,298.3203307244592,264.0595072079394,562.3798379323987,123.0971271446534
320000,315.09955628913946,265.62125646298,580.7208127521194,123.82517079151368
321000,297.981917215943,251.17869656253987,549.1606137784829,117.09245493077115
322000,335.099166214564,234.35826788846504,569.4574341030291,109.25124342123945
323000,307.04946791276075,279.511715139482,586.5611830522428,130.30051256533758
324000,299.3495962079261,230.04626639179764,529.3958625997237,107.24110940979779
325000,306.42548066542366,251.01498723083344,557.4404678962571,117.01613823748896
326000,314.2192949577093,245.33740010100806,559.5566950587173,114.36940655119295
327000,327.0409666710194,228.71176783279333,555.7527345038127,106.6190036559506
328000,283.7959261204588,227.95612306343833,511.7520491838971,106.26674328391168
329000,299.88281699601447,254.96236512060975,554.8451821166242,118.85629496247728
330000,335.43259574848736,252.73989862942426,588.1724943779116,117.82024349387873
331000,323.0441325101455,278.3361340410442,601.3802665511897,129.75248966900878
332000,330.9604410475356,277.9324784254285,608.8929194729641,129.56431675615482
333000,323.46797875108086,252.14035995384484,575.6083387049257,117.5407553991069
334000,297.5914752904981,262.569666492824,560.1611417833221,122.402605239826
335000,353.6850992973365,290.48357815148825,644.1686774488247,135.41528699812895
336000,312.9673965671073,277.35097898555046,590.3183755526577,129.29323804650306
337000,318.13710402866343,290.052715730912,608.1898197595754,135.2144310368029
338000,305.45804168883836,261.7944825109471,567.2525241997855,122.04123623559447
339000,310.1967739707469,260.67466083120246,570.8714348019494,121.51920681446738
340000,316.4286242943686,286.50735160246626,602.9359758968349,133.5616818383061
341000,336.3596590086587,286.07086679890057,622.4305258075592,133.35820487991384
342000,299.8140405311017,252.5578062159543,552.371846747056,117.73535712409794
343000,313.8591450047003,262.4462194755015,576.3053644802018,122.3450577068943
344000,301.63483778538034,246.94121188149288,548.5760496668732,115.1170585662479
345000,301.90546354258277,273.23223959253534,575.137703135118,127.37319740074655
346000,322.50375240800565,259.243734363839,581.7474867718447,120.85214907755741
347000,307.9908604861893,272.68846066286346,580.6793211490528,127.11970293371458
348000,351.84771611360077,253.6049379684712,605.452654082072,118.223500542374
349000,330.649183486991,265.0254570533611,595.6746405403521,123.54742583752945
350000,301.48111094937013,252.44054734028177,553.9216582896519,117.68069432903283
351000,291.811332881397,260.595235736452,552.406568617849,121.48218106564906
352000,283.6269640728302,282.27281704999365,565.8997811228239,131.58766074088103
353000,337.2595406978903,309.028907480041,646.2884481779313,144.0605987554467
354000,291.87250040259556,236.56073113368936,528.4332315362849,110.27796993828665
355000,301.12574196619283,274.3773950269238,575.5031369931166,127.9070367068856
356000,283.5999348136096,259.4489662678934,543.048901081503,120.94782242806333
357000,344.9826907862746,236.1782058987479,581.1608966850225,110.09964741553593
358000,323.8092578782794,261.6976274120158,585.5068852902953,121.99608510828297
359000,335.5795862120443,252.866909444355,588.4464956563993,117.87945236917957
360000,311.3078048992314,237.65693330845372,548.9647382076852,110.78898860945667
361000,295.68998886798687,247.16906001590505,542.8590488838919,115.22327496825505
362000,318.94133960468497,255.29581920336457,574.2371588080496,119.01174189205686
363000,296.13331570469717,252.87188245940658,549.0051981641037,117.88177064914825
364000,309.24036332148495,268.1572321685452,577.3975954900302,125.00737145213175
365000,303.3956917837235,262.62380014069555,566.0194919244191,122.42784082632431
366000,317.19716254832883,254.9396775858429,572.1368401341717,118.84571867086285
367000,342.5664094286319,255.86812045321264,598.4345298818446,119.27853266381317
368000,292.3712684265146,235.61705106428485,527.9883194907994,109.83805278962708
369000,290.19378007510096,244.77092606537283,534.9647061404738,114.10533226306737
370000,323.2562309598326,235.78002071899385,559.0362516788264,109.91402466626411
371000,327.58494918441113,243.8380515626742,571.4230007470853,113.67045236617248
372000,330.6350594410958,259.2906238942997,589.9256833353954,120.8740076599425
373000,327.60885258589457,243.21054680283285,570.8193993887274,113.37792726823977
374000,330.86605647493434,235.65935912733806,566.5254156022725,109.85777562056006
375000,324.353702311622,233.28051892955062,557.6342212411726,108.74882712110967
376000,306.0080113660403,279.8737274057651,585.8817387718054,130.46927251812915
377000,311.6076130688809,252.244500401646,563.8521134705269,117.58930275147996
378000,301.6502311741267,264.2299160209439,565.8801471950705,123.17656694798707
379000,312.2769917472118,253.6266293886571,565.9036211358689,118.23361247334292
380000,338.12577187462574,295.4457102654357,633.5714821400614,137.72849364687934
381000,311.2005827190864,267.6144667894468,578.8150495085332,124.7543494739154
382000,305.54728603502025,253.9073610199758,559.454647054996,118.36448167657426
383000,342.4618673815494,248.70155466043082,591.1634220419802,115.93768093719878
384000,326.9001408192354,250.6586766468483,577.5588174660837,116.85003624887446
385000,299.31442777952964,271.11532725222526,570.4297550317549,126.38635231319576
386000,331.00868840281595,240.09937027831955,571.1080586811355,111.92758413817444
387000,299.51085940390664,246.2898229797217,545.8006823836283,114.81339935204359
388000,302.27959383842233,250.35612648544222,552.6357203238646,116.70899585960754
389000,314.73811563422635,256.3813638867677,571.119479520994,119.51779234002976
390000,326.32344758114033,286.85567421785373,613.1791217989941,133.72406006027236
391000,319.46070420104775,271.07285263924166,590.5335568402894,126.36655184136217
392000,323.07488531077945,261.69640982240605,584.7712951331855,121.99551750219834
393000,331.96586996895365,280.91673141045214,612.8826013794057,130.95549169627915
394000,277.3299813857812,291.2300438388859,568.560025224667,135.76326833991925
395000,300.1070818837048,265.62420494241417,565.731286826119,123.82654528982896
396000,326.0180564171118,264.5879843256321,590.6060407427439,123.34348833663437
397000,345.28115221158606,250.46392560365658,595.7450778152427,116.75924878138727
